id,category,type,prompt,difficulty,keywords,length,created_at
,시,즉흥시,"즉흥시 연습 (거리의 소리, 잔잔하게 이어지는 흐름의 시): 시각적 패턴으로 4행 시를 완성하세요. 단어: '분필 소리, 하얀 컵, 커튼 사이 햇살'",중간,"[분필 소리, 하얀 컵, 커튼 사이 햇살]",66,2025-07-17 01:07:00
,시,즉흥시,"즉흥시 연습 (계절이 바뀌는 풍경, 속삭임과 울림이 교차하는 시): 간결한 언어로 여운이 남는 3행 즉흥시를 작성하세요. 단어: '빨간 불빛, 스피커 소리, 초록 신호등'",어려움,"[빨간 불빛, 스피커 소리, 초록 신호등]",109,2025-07-17 01:06:00
,시,즉흥시,"즉흥시 연습 (집 안의 고요, 잔잔하게 이어지는 흐름의 시): 조용한 긴장감을 담아 3행 시를 작성하세요. 단어: '시장 소리, 책상 위 먼지, 포장마차 불빛'",쉬움,"[시장 소리, 책상 위 먼지, 포장마차 불빛]",102,2025-07-17 01:05:00
,시,즉흥시,"즉흥시 연습 (도시의 숨결, 조용한 긴장감의 시): 일상 속 풍경을 담은 3~5행 시를 작성하세요. 단어: '푸른 조명, 공원 벤치, 빨래 냄새'",어려움,"[푸른 조명, 공원 벤치, 빨래 냄새]",79,2025-07-17 01:04:00
,시,즉흥시,"즉흥시 연습 (아침과 하루의 시작, 잔잔하게 이어지는 흐름의 시): 속도감 있는 리듬으로 4행 즉흥시를 작성하세요. 단어: '하얀 구름 조각, 노란 버스, 공원 풀냄새'",어려움,"[하얀 구름 조각, 노란 버스, 공원 풀냄새]",119,2025-07-17 01:03:00
,시,즉흥시,"즉흥시 연습 (아침과 하루의 시작, 일상적 리듬 시): 부드러운 감각으로 2행 시를 만들어 보세요. 단어: '빗소리, 에스프레소 향, 빗방울 흔적'",어려움,"[빗소리, 에스프레소 향, 빗방울 흔적]",62,2025-07-17 01:02:00
,시,즉흥시,"즉흥시 연습 (빛과 그림자의 흐름, 부드러운 감각 시): 속삭이듯 이어지는 3행 시를 만들어 보세요. 단어: '비 내린 도로, 노란 종이컵, 벽돌 계단'",중간,"[비 내린 도로, 노란 종이컵, 벽돌 계단]",86,2025-07-17 01:01:00
,시,즉흥시,"즉흥시 연습 (도시의 숨결, 속삭임과 울림이 교차하는 시): 잔잔한 리듬으로 4행 즉흥시를 작성하세요. 단어: '푸른 간판, 휴지통, 하얀 접시'",쉬움,"[푸른 간판, 휴지통, 하얀 접시]",82,2025-07-17 01:00:00
,시,즉흥시,"즉흥시 연습 (작은 일상의 순간, 단편적인 기억의 조각 시): 간결한 언어로 여운이 남는 3행 즉흥시를 작성하세요. 단어: '거리의 가로등, 문틈의 바람, 모래먼지'",쉬움,"[거리의 가로등, 문틈의 바람, 모래먼지]",105,2025-07-17 00:59:00
,시,즉흥시,"즉흥시 연습 (도시의 숨결, 속도감 있는 흐름 시): 시각적 패턴으로 4행 시를 완성하세요. 단어: '동전 소리, 사람 없는 버스, 분식집 냄새'",어려움,"[동전 소리, 사람 없는 버스, 분식집 냄새]",63,2025-07-17 00:58:00
,시,즉흥시,"즉흥시 연습 (작은 일상의 순간, 속도감 있는 흐름 시): 잔잔한 리듬으로 4행 즉흥시를 작성하세요. 단어: '푸른 하늘빛, 텅 빈 카페, 철문 열림'",쉬움,"[푸른 하늘빛, 텅 빈 카페, 철문 열림]",98,2025-07-17 00:57:00
,시,즉흥시,"즉흥시 연습 (계절이 바뀌는 풍경, 단편적인 기억의 조각 시): 부드러운 감각으로 2행 시를 만들어 보세요. 단어: '차 소리, 초록 잎새, 흐린 가로등'",쉬움,"[차 소리, 초록 잎새, 흐린 가로등]",100,2025-07-17 00:56:00
,시,즉흥시,"즉흥시 연습 (잊힌 공간, 잔잔하게 이어지는 흐름의 시): 잔잔한 리듬으로 4행 즉흥시를 작성하세요. 단어: '창문빛, 시장 냄새, 차량 경적'",어려움,"[창문빛, 시장 냄새, 차량 경적]",79,2025-07-17 00:55:00
,시,즉흥시,"즉흥시 연습 (작은 일상의 순간, 단편적인 기억의 조각 시): 속도감 있는 리듬으로 4행 즉흥시를 작성하세요. 단어: '골목길 발자국, 공기청정기 소리, 편지지'",어려움,"[골목길 발자국, 공기청정기 소리, 편지지]",75,2025-07-17 00:54:00
,시,즉흥시,"즉흥시 연습 (거리의 소리, 일상적 리듬 시): 일상의 소재를 바탕으로 3행의 즉흥시를 작성하세요. 단어: '책 넘기는 소리, 도시의 연기, 버려진 쇼핑카트'",어려움,"[책 넘기는 소리, 도시의 연기, 버려진 쇼핑카트]",50,2025-07-17 00:53:00
,시,즉흥시,"즉흥시 연습 (도시의 숨결, 잔잔하게 이어지는 흐름의 시): 간결한 언어로 여운이 남는 3행 즉흥시를 작성하세요. 단어: '택배 상자, 낡은 포스터, 푸른 네온'",중간,"[택배 상자, 낡은 포스터, 푸른 네온]",78,2025-07-17 00:52:00
,시,즉흥시,"즉흥시 연습 (계절이 바뀌는 풍경, 조용한 긴장감의 시): 시각적 패턴으로 4행 시를 완성하세요. 단어: '노트북 화면, 주차장 불빛, 자판기 소리'",중간,"[노트북 화면, 주차장 불빛, 자판기 소리]",104,2025-07-17 00:51:00
,시,즉흥시,"즉흥시 연습 (빛과 그림자의 흐름, 꿈결 같은 반복 시): 부드러운 감각으로 2행 시를 만들어 보세요. 단어: '노란 조명, 비 내린 우산, 라디오 음악'",쉬움,"[노란 조명, 비 내린 우산, 라디오 음악]",67,2025-07-17 00:50:00
,시,즉흥시,"즉흥시 연습 (작은 일상의 순간, 단편적인 기억의 조각 시): 시각적 패턴으로 4행 시를 완성하세요. 단어: '소금맛, 자전거 소리, 편의점 진동벨'",어려움,"[소금맛, 자전거 소리, 편의점 진동벨]",109,2025-07-17 00:49:00
,시,즉흥시,"즉흥시 연습 (잊힌 공간, 조용한 긴장감의 시): 속삭이듯 이어지는 3행 시를 만들어 보세요. 단어: '에어컨 소리, 텅 빈 공터, 골목길'",쉬움,"[에어컨 소리, 텅 빈 공터, 골목길]",120,2025-07-17 00:48:00
,시,즉흥시,"즉흥시 연습 (집 안의 고요, 꿈결 같은 반복 시): 꿈결처럼 반복되는 2~3행 시를 작성하세요. 단어: '시장 냄새, 공원 풀냄새, 분필 소리'",쉬움,"[시장 냄새, 공원 풀냄새, 분필 소리]",57,2025-07-17 00:47:00
,시,즉흥시,"즉흥시 연습 (늦은 밤의 거리, 시각적 패턴을 강조한 시): 시각적 패턴으로 4행 시를 완성하세요. 단어: '에어컨 소리, 늦은 밤 기침, 버려진 신문'",어려움,"[에어컨 소리, 늦은 밤 기침, 버려진 신문]",86,2025-07-17 00:46:00
,시,즉흥시,"즉흥시 연습 (계절이 바뀌는 풍경, 부드러운 감각 시): 일상의 소재를 바탕으로 3행의 즉흥시를 작성하세요. 단어: '빗소리, 책장, 라면 냄새'",어려움,"[빗소리, 책장, 라면 냄새]",64,2025-07-17 00:45:00
,시,즉흥시,"즉흥시 연습 (아침과 하루의 시작, 속삭임과 울림이 교차하는 시): 시각적 패턴으로 4행 시를 완성하세요. 단어: '분식집 냄새, 공원 벤치, 하얀 컵'",어려움,"[분식집 냄새, 공원 벤치, 하얀 컵]",74,2025-07-17 00:44:00
,시,즉흥시,"즉흥시 연습 (계절이 바뀌는 풍경, 조용한 긴장감의 시): 부드러운 감각으로 2행 시를 만들어 보세요. 단어: '택배 상자, 길모퉁이 의자, 노란 조명'",중간,"[택배 상자, 길모퉁이 의자, 노란 조명]",118,2025-07-17 00:43:00
,시,즉흥시,"즉흥시 연습 (빛과 그림자의 흐름, 속삭임과 울림이 교차하는 시): 일상 속 풍경을 담은 3~5행 시를 작성하세요. 단어: '자전거 소리, 골목길, 휴대폰 불빛'",중간,"[자전거 소리, 골목길, 휴대폰 불빛]",74,2025-07-17 00:42:00
,시,즉흥시,"즉흥시 연습 (집 안의 고요, 간결하지만 여운이 긴 시): 일상의 소재를 바탕으로 3행의 즉흥시를 작성하세요. 단어: '택배 상자, 라면 냄새, 노란 조명'",쉬움,"[택배 상자, 라면 냄새, 노란 조명]",105,2025-07-17 00:41:00
,시,즉흥시,"즉흥시 연습 (거리의 소리, 부드러운 감각 시): 간결한 언어로 여운이 남는 3행 즉흥시를 작성하세요. 단어: '텅 빈 카페, 스피커 소리, 노란 조명'",쉬움,"[텅 빈 카페, 스피커 소리, 노란 조명]",57,2025-07-17 00:40:00
,시,즉흥시,"즉흥시 연습 (거리의 소리, 속도감 있는 흐름 시): 속도감 있는 리듬으로 4행 즉흥시를 작성하세요. 단어: '커튼 사이 햇살, 종이 울림, 공원 풀냄새'",중간,"[커튼 사이 햇살, 종이 울림, 공원 풀냄새]",50,2025-07-17 00:39:00
,시,즉흥시,"즉흥시 연습 (늦은 밤의 거리, 시각적 패턴을 강조한 시): 일상 속 풍경을 담은 3~5행 시를 작성하세요. 단어: '포장지 소리, 빗방울 흔적, 컵라면 스프'",쉬움,"[포장지 소리, 빗방울 흔적, 컵라면 스프]",56,2025-07-17 00:38:00
,시,즉흥시,"즉흥시 연습 (늦은 밤의 거리, 일상적 리듬 시): 일상의 소재를 바탕으로 3행의 즉흥시를 작성하세요. 단어: '편의점 진동벨, 분식집 냄새, 자판기 소리'",어려움,"[편의점 진동벨, 분식집 냄새, 자판기 소리]",100,2025-07-17 00:37:00
,시,즉흥시,"즉흥시 연습 (작은 일상의 순간, 단편적인 기억의 조각 시): 일상의 소재를 바탕으로 3행의 즉흥시를 작성하세요. 단어: '에어컨 소리, 휴대폰 진동, 에스프레소 향'",어려움,"[에어컨 소리, 휴대폰 진동, 에스프레소 향]",55,2025-07-17 00:36:00
,시,즉흥시,"즉흥시 연습 (아침과 하루의 시작, 잔잔하게 이어지는 흐름의 시): 속도감 있는 리듬으로 4행 즉흥시를 작성하세요. 단어: '비 내린 우산, 푸른 간판, 자전거 소리'",쉬움,"[비 내린 우산, 푸른 간판, 자전거 소리]",63,2025-07-17 00:35:00
,시,즉흥시,"즉흥시 연습 (잊힌 공간, 속도감 있는 흐름 시): 일상 속 풍경을 담은 3~5행 시를 작성하세요. 단어: '편의점 진동벨, 공원 풀냄새, 차 소리'",어려움,"[편의점 진동벨, 공원 풀냄새, 차 소리]",64,2025-07-17 00:34:00
,시,즉흥시,"즉흥시 연습 (잊힌 공간, 잔잔하게 이어지는 흐름의 시): 꿈결처럼 반복되는 2~3행 시를 작성하세요. 단어: '푸른 간판, 푸른 하늘빛, 편의점 소리'",쉬움,"[푸른 간판, 푸른 하늘빛, 편의점 소리]",108,2025-07-17 00:33:00
,시,즉흥시,"즉흥시 연습 (추억이 스며든 장소, 부드러운 감각 시): 잔잔한 리듬으로 4행 즉흥시를 작성하세요. 단어: '빨간 우체통, 캔맥주 소리, 분식집 냄새'",중간,"[빨간 우체통, 캔맥주 소리, 분식집 냄새]",71,2025-07-17 00:32:00
,시,즉흥시,"즉흥시 연습 (거리의 소리, 단편적인 기억의 조각 시): 일상 속 풍경을 담은 3~5행 시를 작성하세요. 단어: '비 내린 우산, 책장, 식은 국밥'",중간,"[비 내린 우산, 책장, 식은 국밥]",114,2025-07-17 00:31:00
,시,즉흥시,"즉흥시 연습 (집 안의 고요, 간결하지만 여운이 긴 시): 속도감 있는 리듬으로 4행 즉흥시를 작성하세요. 단어: '에스프레소 향, 식은 국밥, 초록 신호등'",어려움,"[에스프레소 향, 식은 국밥, 초록 신호등]",84,2025-07-17 00:30:00
,시,즉흥시,"즉흥시 연습 (작은 일상의 순간, 시각적 패턴을 강조한 시): 간결한 언어로 여운이 남는 3행 즉흥시를 작성하세요. 단어: '택배 상자, 푸른 하늘빛, 하얀 컵'",어려움,"[택배 상자, 푸른 하늘빛, 하얀 컵]",100,2025-07-17 00:29:00
,시,즉흥시,"즉흥시 연습 (집 안의 고요, 속도감 있는 흐름 시): 속삭이듯 이어지는 3행 시를 만들어 보세요. 단어: '초록 신호등, 노을빛 간판, 버려진 쇼핑카트'",중간,"[초록 신호등, 노을빛 간판, 버려진 쇼핑카트]",69,2025-07-17 00:28:00
,시,즉흥시,"즉흥시 연습 (늦은 밤의 거리, 단편적인 기억의 조각 시): 부드러운 감각으로 2행 시를 만들어 보세요. 단어: '하얀 접시, 분필 소리, 텅 빈 공터'",어려움,"[하얀 접시, 분필 소리, 텅 빈 공터]",110,2025-07-17 00:27:00
,시,즉흥시,"즉흥시 연습 (계절이 바뀌는 풍경, 꿈결 같은 반복 시): 일상의 소재를 바탕으로 3행의 즉흥시를 작성하세요. 단어: '책장, 휴대폰 불빛, 차가운 손잡이'",중간,"[책장, 휴대폰 불빛, 차가운 손잡이]",73,2025-07-17 00:26:00
,시,즉흥시,"즉흥시 연습 (집 안의 고요, 단편적인 기억의 조각 시): 속삭이듯 이어지는 3행 시를 만들어 보세요. 단어: '붉은 벽, 푸른 간판, 주차장 불빛'",어려움,"[붉은 벽, 푸른 간판, 주차장 불빛]",118,2025-07-17 00:25:00
,시,즉흥시,"즉흥시 연습 (잊힌 공간, 속삭임과 울림이 교차하는 시): 잔잔한 리듬으로 4행 즉흥시를 작성하세요. 단어: '책 넘기는 소리, 포장지 소리, 식탁 위 빵'",중간,"[책 넘기는 소리, 포장지 소리, 식탁 위 빵]",99,2025-07-17 00:24:00
,시,즉흥시,"즉흥시 연습 (도시의 숨결, 잔잔하게 이어지는 흐름의 시): 일상의 소재를 바탕으로 3행의 즉흥시를 작성하세요. 단어: '문틈의 바람, 휴대폰 진동, 포장마차 불빛'",어려움,"[문틈의 바람, 휴대폰 진동, 포장마차 불빛]",114,2025-07-17 00:23:00
,시,즉흥시,"즉흥시 연습 (거리의 소리, 시각적 패턴을 강조한 시): 조용한 긴장감을 담아 3행 시를 작성하세요. 단어: '종이 울림, 도시의 연기, 텅 빈 공터'",어려움,"[종이 울림, 도시의 연기, 텅 빈 공터]",68,2025-07-17 00:22:00
,시,즉흥시,"즉흥시 연습 (작은 일상의 순간, 잔잔하게 이어지는 흐름의 시): 속도감 있는 리듬으로 4행 즉흥시를 작성하세요. 단어: '낡은 포스터, 책상 긁힘, 동네 마트'",중간,"[낡은 포스터, 책상 긁힘, 동네 마트]",94,2025-07-17 00:21:00
,시,즉흥시,"즉흥시 연습 (늦은 밤의 거리, 간결하지만 여운이 긴 시): 부드러운 감각으로 2행 시를 만들어 보세요. 단어: '노란 버스, 푸른 네온, 종이 울림'",중간,"[노란 버스, 푸른 네온, 종이 울림]",75,2025-07-17 00:20:00
,시,즉흥시,"즉흥시 연습 (작은 일상의 순간, 시각적 패턴을 강조한 시): 일상 속 풍경을 담은 3~5행 시를 작성하세요. 단어: '푸른 네온, 비 내린 도로, 자판기 소리'",어려움,"[푸른 네온, 비 내린 도로, 자판기 소리]",73,2025-07-17 00:19:00
,시,즉흥시,"즉흥시 연습 (빛과 그림자의 흐름, 잔잔하게 이어지는 흐름의 시): 조용한 긴장감을 담아 3행 시를 작성하세요. 단어: '편의점 진동벨, 빗방울 흔적, 택배 상자 소리'",쉬움,"[편의점 진동벨, 빗방울 흔적, 택배 상자 소리]",116,2025-07-17 00:18:00
,시,즉흥시,"즉흥시 연습 (거리의 소리, 속도감 있는 흐름 시): 속도감 있는 리듬으로 4행 즉흥시를 작성하세요. 단어: '택배 상자, 차량 경적, 편의점 소리'",쉬움,"[택배 상자, 차량 경적, 편의점 소리]",56,2025-07-17 00:17:00
,시,즉흥시,"즉흥시 연습 (도시의 숨결, 간결하지만 여운이 긴 시): 꿈결처럼 반복되는 2~3행 시를 작성하세요. 단어: '골목길, 거리의 가로등, 편의점 진동벨'",어려움,"[골목길, 거리의 가로등, 편의점 진동벨]",83,2025-07-17 00:16:00
,시,즉흥시,"즉흥시 연습 (잊힌 공간, 간결하지만 여운이 긴 시): 일상의 소재를 바탕으로 3행의 즉흥시를 작성하세요. 단어: '편의점 진동벨, 책 넘기는 소리, 포장지 소리'",어려움,"[편의점 진동벨, 책 넘기는 소리, 포장지 소리]",70,2025-07-17 00:15:00
,시,즉흥시,"즉흥시 연습 (빛과 그림자의 흐름, 속도감 있는 흐름 시): 간결한 언어로 여운이 남는 3행 즉흥시를 작성하세요. 단어: '하얀 구름 조각, 지하철 문소리, 기타 소리'",쉬움,"[하얀 구름 조각, 지하철 문소리, 기타 소리]",66,2025-07-17 00:14:00
,시,즉흥시,"즉흥시 연습 (집 안의 고요, 일상적 리듬 시): 조용한 긴장감을 담아 3행 시를 작성하세요. 단어: '주차장 불빛, 버려진 신문, 포장마차 불빛'",어려움,"[주차장 불빛, 버려진 신문, 포장마차 불빛]",112,2025-07-17 00:13:00
,시,즉흥시,"즉흥시 연습 (잊힌 공간, 단편적인 기억의 조각 시): 조용한 긴장감을 담아 3행 시를 작성하세요. 단어: '포장마차 불빛, 사람 없는 버스, 책장'",중간,"[포장마차 불빛, 사람 없는 버스, 책장]",113,2025-07-17 00:12:00
,시,즉흥시,"즉흥시 연습 (작은 일상의 순간, 잔잔하게 이어지는 흐름의 시): 일상 속 풍경을 담은 3~5행 시를 작성하세요. 단어: '푸른 네온, 책상 위 먼지, 초록 신호등'",쉬움,"[푸른 네온, 책상 위 먼지, 초록 신호등]",100,2025-07-17 00:11:00
,시,즉흥시,"즉흥시 연습 (계절이 바뀌는 풍경, 꿈결 같은 반복 시): 조용한 긴장감을 담아 3행 시를 작성하세요. 단어: '종이 울림, 도시의 연기, 편의점 소리'",어려움,"[종이 울림, 도시의 연기, 편의점 소리]",96,2025-07-17 00:10:00
,시,즉흥시,"즉흥시 연습 (추억이 스며든 장소, 일상적 리듬 시): 속도감 있는 리듬으로 4행 즉흥시를 작성하세요. 단어: '휴지통, 버려진 쇼핑카트, 벽돌 계단'",쉬움,"[휴지통, 버려진 쇼핑카트, 벽돌 계단]",114,2025-07-17 00:09:00
,시,즉흥시,"즉흥시 연습 (계절이 바뀌는 풍경, 속도감 있는 흐름 시): 일상 속 풍경을 담은 3~5행 시를 작성하세요. 단어: '커피잔, 컵라면 스프, 라면 냄새'",쉬움,"[커피잔, 컵라면 스프, 라면 냄새]",52,2025-07-17 00:08:00
,시,즉흥시,"즉흥시 연습 (도시의 숨결, 시각적 패턴을 강조한 시): 조용한 긴장감을 담아 3행 시를 작성하세요. 단어: '사람 없는 버스, 식은 국밥, 하얀 접시'",중간,"[사람 없는 버스, 식은 국밥, 하얀 접시]",116,2025-07-17 00:07:00
,시,즉흥시,"즉흥시 연습 (아침과 하루의 시작, 속삭임과 울림이 교차하는 시): 간결한 언어로 여운이 남는 3행 즉흥시를 작성하세요. 단어: '기타 소리, 차가운 손잡이, 초록 신호등'",쉬움,"[기타 소리, 차가운 손잡이, 초록 신호등]",67,2025-07-17 00:06:00
,시,즉흥시,"즉흥시 연습 (계절이 바뀌는 풍경, 조용한 긴장감의 시): 간결한 언어로 여운이 남는 3행 즉흥시를 작성하세요. 단어: '창문빛, 초록 잎새, 자전거 소리'",쉬움,"[창문빛, 초록 잎새, 자전거 소리]",85,2025-07-17 00:05:00
,시,즉흥시,"즉흥시 연습 (추억이 스며든 장소, 속삭임과 울림이 교차하는 시): 부드러운 감각으로 2행 시를 만들어 보세요. 단어: '빨래 냄새, 노란 버스, 커피잔'",어려움,"[빨래 냄새, 노란 버스, 커피잔]",114,2025-07-17 00:04:00
,시,즉흥시,"즉흥시 연습 (거리의 소리, 꿈결 같은 반복 시): 일상의 소재를 바탕으로 3행의 즉흥시를 작성하세요. 단어: '하얀 구름 조각, 비 내린 우산, 휴대폰 진동'",어려움,"[하얀 구름 조각, 비 내린 우산, 휴대폰 진동]",60,2025-07-17 00:03:00
,시,즉흥시,"즉흥시 연습 (작은 일상의 순간, 조용한 긴장감의 시): 꿈결처럼 반복되는 2~3행 시를 작성하세요. 단어: '빨간 우체통, 하얀 구름 조각, 텅 빈 카페'",중간,"[빨간 우체통, 하얀 구름 조각, 텅 빈 카페]",81,2025-07-17 00:02:00
,시,즉흥시,"즉흥시 연습 (빛과 그림자의 흐름, 단편적인 기억의 조각 시): 간결한 언어로 여운이 남는 3행 즉흥시를 작성하세요. 단어: '시장 냄새, 택배 상자, 공기청정기 소리'",중간,"[시장 냄새, 택배 상자, 공기청정기 소리]",77,2025-07-17 00:01:00
,시,즉흥시,"즉흥시 연습 (집 안의 고요, 시각적 패턴을 강조한 시): 조용한 긴장감을 담아 3행 시를 작성하세요. 단어: '텅 빈 공터, 동네 마트, 분식집 냄새'",중간,"[텅 빈 공터, 동네 마트, 분식집 냄새]",88,2025-07-17 00:00:00
,시,즉흥시,"즉흥시 연습 (계절이 바뀌는 풍경, 간결하지만 여운이 긴 시): 조용한 긴장감을 담아 3행 시를 작성하세요. 단어: '버려진 신문, 거리의 가로등, 편의점 진동벨'",어려움,"[버려진 신문, 거리의 가로등, 편의점 진동벨]",113,2025-07-16 23:59:00
,시,즉흥시,"즉흥시 연습 (빛과 그림자의 흐름, 부드러운 감각 시): 일상 속 풍경을 담은 3~5행 시를 작성하세요. 단어: '노트북 화면, 붉은 벽, 휴대폰 불빛'",어려움,"[노트북 화면, 붉은 벽, 휴대폰 불빛]",83,2025-07-16 23:58:00
,시,즉흥시,"즉흥시 연습 (거리의 소리, 간결하지만 여운이 긴 시): 일상 속 풍경을 담은 3~5행 시를 작성하세요. 단어: '공원 풀냄새, 창문빛, 빨래 걸린 베란다'",어려움,"[공원 풀냄새, 창문빛, 빨래 걸린 베란다]",86,2025-07-16 23:57:00
,시,즉흥시,"즉흥시 연습 (아침과 하루의 시작, 속삭임과 울림이 교차하는 시): 속삭이듯 이어지는 3행 시를 만들어 보세요. 단어: '초록 잎새, 커튼 사이 햇살, 시장 냄새'",중간,"[초록 잎새, 커튼 사이 햇살, 시장 냄새]",60,2025-07-16 23:56:00
,시,즉흥시,"즉흥시 연습 (늦은 밤의 거리, 속삭임과 울림이 교차하는 시): 속도감 있는 리듬으로 4행 즉흥시를 작성하세요. 단어: '빨래 걸린 베란다, 텅 빈 공터, 하얀 구름 조각'",어려움,"[빨래 걸린 베란다, 텅 빈 공터, 하얀 구름 조각]",67,2025-07-16 23:55:00
,시,즉흥시,"즉흥시 연습 (늦은 밤의 거리, 간결하지만 여운이 긴 시): 시각적 패턴으로 4행 시를 완성하세요. 단어: '흐린 가로등, 휴대폰 진동, 벽에 걸린 옷'",쉬움,"[흐린 가로등, 휴대폰 진동, 벽에 걸린 옷]",52,2025-07-16 23:54:00
,시,즉흥시,"즉흥시 연습 (작은 일상의 순간, 잔잔하게 이어지는 흐름의 시): 시각적 패턴으로 4행 시를 완성하세요. 단어: '종이 울림, 포장마차 불빛, 햇살 담긴 잔'",어려움,"[종이 울림, 포장마차 불빛, 햇살 담긴 잔]",85,2025-07-16 23:53:00
,시,즉흥시,"즉흥시 연습 (계절이 바뀌는 풍경, 꿈결 같은 반복 시): 일상의 소재를 바탕으로 3행의 즉흥시를 작성하세요. 단어: '빗소리, 벽시계, 노란 종이컵'",어려움,"[빗소리, 벽시계, 노란 종이컵]",91,2025-07-16 23:52:00
,시,즉흥시,"즉흥시 연습 (계절이 바뀌는 풍경, 꿈결 같은 반복 시): 시각적 패턴으로 4행 시를 완성하세요. 단어: '컵라면 스프, 초록 잎새, 식은 국밥'",쉬움,"[컵라면 스프, 초록 잎새, 식은 국밥]",86,2025-07-16 23:51:00
,시,즉흥시,"즉흥시 연습 (계절이 바뀌는 풍경, 속도감 있는 흐름 시): 부드러운 감각으로 2행 시를 만들어 보세요. 단어: '택시 불빛, 에스프레소 향, 편의점 소리'",쉬움,"[택시 불빛, 에스프레소 향, 편의점 소리]",62,2025-07-16 23:50:00
,시,즉흥시,"즉흥시 연습 (아침과 하루의 시작, 단편적인 기억의 조각 시): 잔잔한 리듬으로 4행 즉흥시를 작성하세요. 단어: '골목길 발자국, 가게 유리창, 햇살 담긴 잔'",쉬움,"[골목길 발자국, 가게 유리창, 햇살 담긴 잔]",101,2025-07-16 23:49:00
