id,category,type,prompt,difficulty,keywords,length
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: SF, 분위기: 따뜻한
장면: 해변가에서 두 사람이 조용히 대화한다.",어려움,"[따뜻한, SF, 두 사람이 조용히 대화한다]",249
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 드라마, 분위기: 긴장감 있는
장면: 해변가에서 고백을 망설인다.",어려움,"[긴장감 있는, 드라마, 고백을 망설인다]",178
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 드라마, 분위기: 몽환적인
장면: 옥상에서 과거를 회상한다.",어려움,"[드라마, 몽환적인, 옥상]",221
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: SF, 분위기: 잔잔한
장면: 학교 운동장에서 의심스러운 시선을 주고받는다.",중간,"[의심스러운 시선을 주고받는다, 잔잔한, SF]",171
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 로맨스, 분위기: 긴박한
장면: 산속 오두막에서 과거를 회상한다.",중간,"[긴박한, 과거를 회상한다, 산속 오두막]",155
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 코미디, 분위기: 몽환적인
장면: 고요한 숲에서 고백을 망설인다.",어려움,"[코미디, 고백을 망설인다, 몽환적인]",185
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 미스터리, 분위기: 긴장감 있는
장면: 지하철역에서 누군가를 기다린다.",중간,"[미스터리, 지하철역, 긴장감 있는]",181
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 판타지, 분위기: 어두운
장면: 지하실에서 과거를 회상한다.",중간,"[판타지, 어두운, 지하실]",195
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 호러, 분위기: 현실적인
장면: 비 오는 거리에서 무언가를 숨긴다.",어려움,"[무언가를 숨긴다, 비 오는 거리, 현실적인]",144
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 청춘, 분위기: 현실적인
장면: 지하실에서 갑작스러운 소리가 들린다.",어려움,"[지하실, 청춘, 갑작스러운 소리가 들린다]",223
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 느와르, 분위기: 긴박한
장면: 산속 오두막에서 도망치려 한다.",어려움,"[느와르, 도망치려 한다, 산속 오두막]",193
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 로맨스, 분위기: 감성적인
장면: 해변가에서 고백을 망설인다.",중간,"[고백을 망설인다, 로맨스, 감성적인]",168
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 미스터리, 분위기: 따뜻한
장면: 낡은 아파트에서 휴대폰을 떨어뜨린다.",중간,"[휴대폰을 떨어뜨린다, 낡은 아파트, 미스터리]",187
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 판타지, 분위기: 긴장감 있는
장면: 해변가에서 고백을 망설인다.",중간,"[해변가, 판타지, 긴장감 있는]",170
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 미스터리, 분위기: 우울한
장면: 버스 안에서 두 사람이 조용히 대화한다.",어려움,"[우울한, 미스터리, 두 사람이 조용히 대화한다]",246
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 호러, 분위기: 유쾌한
장면: 산속 오두막에서 누군가를 기다린다.",어려움,"[호러, 유쾌한, 누군가를 기다린다]",137
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 청춘, 분위기: 잔잔한
장면: 비 오는 거리에서 의심스러운 시선을 주고받는다.",어려움,"[잔잔한, 비 오는 거리, 청춘]",190
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: SF, 분위기: 유쾌한
장면: 해변가에서 누군가를 기다린다.",어려움,"[해변가, SF, 유쾌한]",182
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 미스터리, 분위기: 유쾌한
장면: 학교 운동장에서 갑작스러운 소리가 들린다.",어려움,"[미스터리, 갑작스러운 소리가 들린다, 유쾌한]",193
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 청춘, 분위기: 따뜻한
장면: 옥상에서 무언가를 숨긴다.",어려움,"[따뜻한, 옥상, 무언가를 숨긴다]",197
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 호러, 분위기: 유쾌한
장면: 학교 운동장에서 문을 열자 깜짝 놀란다.",중간,"[학교 운동장, 호러, 문을 열자 깜짝 놀란다]",223
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 로맨스, 분위기: 따뜻한
장면: 옥상에서 두 사람이 조용히 대화한다.",중간,"[따뜻한, 옥상, 로맨스]",129
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 호러, 분위기: 따뜻한
장면: 지하실에서 도망치려 한다.",중간,"[도망치려 한다, 지하실, 호러]",242
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 느와르, 분위기: 긴박한
장면: 낡은 아파트에서 과거를 회상한다.",중간,"[과거를 회상한다, 느와르, 긴박한]",230
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 호러, 분위기: 긴박한
장면: 옥상에서 두 사람이 조용히 대화한다.",어려움,"[호러, 긴박한, 옥상]",194
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 느와르, 분위기: 우울한
장면: 학교 운동장에서 문을 열자 깜짝 놀란다.",어려움,"[느와르, 문을 열자 깜짝 놀란다, 학교 운동장]",219
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 드라마, 분위기: 따뜻한
장면: 지하철역에서 누군가를 기다린다.",중간,"[따뜻한, 드라마, 지하철역]",224
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 코미디, 분위기: 긴장감 있는
장면: 해변가에서 과거를 회상한다.",어려움,"[코미디, 긴장감 있는, 과거를 회상한다]",182
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 느와르, 분위기: 긴박한
장면: 고요한 숲에서 갑작스러운 소리가 들린다.",중간,"[긴박한, 고요한 숲, 갑작스러운 소리가 들린다]",153
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 느와르, 분위기: 몽환적인
장면: 지하실에서 과거를 회상한다.",어려움,"[몽환적인, 과거를 회상한다, 지하실]",142
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 코미디, 분위기: 긴박한
장면: 버스 안에서 휴대폰을 떨어뜨린다.",중간,"[휴대폰을 떨어뜨린다, 버스 안, 코미디]",238
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 판타지, 분위기: 긴장감 있는
장면: 옥상에서 문을 열자 깜짝 놀란다.",중간,"[문을 열자 깜짝 놀란다, 긴장감 있는, 옥상]",196
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 미스터리, 분위기: 긴장감 있는
장면: 지하철역에서 문을 열자 깜짝 놀란다.",어려움,"[미스터리, 문을 열자 깜짝 놀란다, 지하철역]",190
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 드라마, 분위기: 몽환적인
장면: 해변가에서 무언가를 숨긴다.",중간,"[무언가를 숨긴다, 해변가, 드라마]",161
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 드라마, 분위기: 긴장감 있는
장면: 지하철역에서 두 사람이 조용히 대화한다.",중간,"[두 사람이 조용히 대화한다, 드라마, 지하철역]",168
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 스릴러, 분위기: 몽환적인
장면: 고요한 숲에서 고백을 망설인다.",중간,"[몽환적인, 스릴러, 고요한 숲]",227
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 청춘, 분위기: 따뜻한
장면: 산속 오두막에서 갑작스러운 소리가 들린다.",어려움,"[갑작스러운 소리가 들린다, 따뜻한, 산속 오두막]",148
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 호러, 분위기: 유쾌한
장면: 지하실에서 의심스러운 시선을 주고받는다.",중간,"[유쾌한, 호러, 지하실]",194
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 코미디, 분위기: 감성적인
장면: 낡은 아파트에서 휴대폰을 떨어뜨린다.",중간,"[코미디, 낡은 아파트, 휴대폰을 떨어뜨린다]",146
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 코미디, 분위기: 우울한
장면: 비 오는 거리에서 누군가를 기다린다.",중간,"[누군가를 기다린다, 코미디, 우울한]",198
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 호러, 분위기: 유쾌한
장면: 학교 운동장에서 누군가를 기다린다.",어려움,"[유쾌한, 학교 운동장, 호러]",158
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 미스터리, 분위기: 감성적인
장면: 비 오는 거리에서 문을 열자 깜짝 놀란다.",중간,"[문을 열자 깜짝 놀란다, 비 오는 거리, 미스터리]",120
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 호러, 분위기: 유쾌한
장면: 지하실에서 고백을 망설인다.",중간,"[유쾌한, 고백을 망설인다, 지하실]",234
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 드라마, 분위기: 긴장감 있는
장면: 지하실에서 휴대폰을 떨어뜨린다.",어려움,"[드라마, 긴장감 있는, 휴대폰을 떨어뜨린다]",168
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 로맨스, 분위기: 어두운
장면: 낡은 아파트에서 문을 열자 깜짝 놀란다.",중간,"[문을 열자 깜짝 놀란다, 어두운, 낡은 아파트]",231
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 로맨스, 분위기: 어두운
장면: 옥상에서 도망치려 한다.",중간,"[옥상, 도망치려 한다, 로맨스]",121
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 드라마, 분위기: 잔잔한
장면: 비 오는 거리에서 갑작스러운 소리가 들린다.",중간,"[비 오는 거리, 드라마, 갑작스러운 소리가 들린다]",224
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 코미디, 분위기: 감성적인
장면: 비 오는 거리에서 고백을 망설인다.",어려움,"[감성적인, 비 오는 거리, 코미디]",142
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 스릴러, 분위기: 유쾌한
장면: 낡은 아파트에서 고백을 망설인다.",어려움,"[스릴러, 유쾌한, 낡은 아파트]",110
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 호러, 분위기: 우울한
장면: 버스 안에서 갑작스러운 소리가 들린다.",어려움,"[우울한, 갑작스러운 소리가 들린다, 버스 안]",238
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 판타지, 분위기: 우울한
장면: 비 오는 거리에서 휴대폰을 떨어뜨린다.",어려움,"[휴대폰을 떨어뜨린다, 비 오는 거리, 판타지]",236
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 호러, 분위기: 어두운
장면: 산속 오두막에서 과거를 회상한다.",중간,"[어두운, 호러, 과거를 회상한다]",134
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 느와르, 분위기: 몽환적인
장면: 낡은 아파트에서 휴대폰을 떨어뜨린다.",어려움,"[낡은 아파트, 느와르, 몽환적인]",104
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 드라마, 분위기: 긴장감 있는
장면: 지하철역에서 고백을 망설인다.",중간,"[드라마, 지하철역, 긴장감 있는]",228
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 미스터리, 분위기: 긴장감 있는
장면: 낡은 아파트에서 문을 열자 깜짝 놀란다.",어려움,"[문을 열자 깜짝 놀란다, 낡은 아파트, 긴장감 있는]",108
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: SF, 분위기: 어두운
장면: 비 오는 거리에서 휴대폰을 떨어뜨린다.",중간,"[비 오는 거리, SF, 휴대폰을 떨어뜨린다]",229
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 호러, 분위기: 긴장감 있는
장면: 해변가에서 의심스러운 시선을 주고받는다.",중간,"[긴장감 있는, 의심스러운 시선을 주고받는다, 호러]",250
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 로맨스, 분위기: 감성적인
장면: 해변가에서 고백을 망설인다.",중간,"[로맨스, 해변가, 감성적인]",156
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: SF, 분위기: 긴장감 있는
장면: 해변가에서 두 사람이 조용히 대화한다.",중간,"[두 사람이 조용히 대화한다, SF, 긴장감 있는]",167
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 스릴러, 분위기: 따뜻한
장면: 고요한 숲에서 누군가를 기다린다.",중간,"[스릴러, 누군가를 기다린다, 고요한 숲]",105
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 스릴러, 분위기: 따뜻한
장면: 버스 안에서 과거를 회상한다.",어려움,"[버스 안, 스릴러, 과거를 회상한다]",192
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: SF, 분위기: 유쾌한
장면: 지하실에서 고백을 망설인다.",중간,"[지하실, SF, 유쾌한]",131
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 로맨스, 분위기: 우울한
장면: 산속 오두막에서 고백을 망설인다.",중간,"[고백을 망설인다, 우울한, 로맨스]",147
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 미스터리, 분위기: 유쾌한
장면: 비 오는 거리에서 두 사람이 조용히 대화한다.",중간,"[미스터리, 유쾌한, 비 오는 거리]",192
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: SF, 분위기: 따뜻한
장면: 고요한 숲에서 무언가를 숨긴다.",어려움,"[고요한 숲, 따뜻한, 무언가를 숨긴다]",129
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 청춘, 분위기: 따뜻한
장면: 고요한 숲에서 과거를 회상한다.",중간,"[과거를 회상한다, 따뜻한, 청춘]",174
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 드라마, 분위기: 유쾌한
장면: 고요한 숲에서 두 사람이 조용히 대화한다.",중간,"[두 사람이 조용히 대화한다, 유쾌한, 드라마]",212
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 미스터리, 분위기: 몽환적인
장면: 해변가에서 갑작스러운 소리가 들린다.",중간,"[해변가, 갑작스러운 소리가 들린다, 몽환적인]",107
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: SF, 분위기: 현실적인
장면: 옥상에서 문을 열자 깜짝 놀란다.",어려움,"[문을 열자 깜짝 놀란다, SF, 현실적인]",107
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 판타지, 분위기: 감성적인
장면: 낡은 아파트에서 의심스러운 시선을 주고받는다.",어려움,"[낡은 아파트, 판타지, 감성적인]",231
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: SF, 분위기: 감성적인
장면: 학교 운동장에서 과거를 회상한다.",어려움,"[감성적인, SF, 학교 운동장]",188
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 미스터리, 분위기: 잔잔한
장면: 비 오는 거리에서 과거를 회상한다.",중간,"[과거를 회상한다, 미스터리, 비 오는 거리]",198
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 호러, 분위기: 유쾌한
장면: 지하실에서 두 사람이 조용히 대화한다.",어려움,"[유쾌한, 두 사람이 조용히 대화한다, 호러]",178
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 로맨스, 분위기: 어두운
장면: 학교 운동장에서 문을 열자 깜짝 놀란다.",중간,"[문을 열자 깜짝 놀란다, 어두운, 학교 운동장]",206
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 미스터리, 분위기: 어두운
장면: 지하철역에서 무언가를 숨긴다.",어려움,"[어두운, 무언가를 숨긴다, 지하철역]",246
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 판타지, 분위기: 긴장감 있는
장면: 지하실에서 문을 열자 깜짝 놀란다.",중간,"[긴장감 있는, 문을 열자 깜짝 놀란다, 지하실]",195
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 미스터리, 분위기: 잔잔한
장면: 산속 오두막에서 갑작스러운 소리가 들린다.",어려움,"[산속 오두막, 잔잔한, 갑작스러운 소리가 들린다]",158
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 드라마, 분위기: 몽환적인
장면: 버스 안에서 누군가를 기다린다.",어려움,"[몽환적인, 누군가를 기다린다, 드라마]",155
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 로맨스, 분위기: 긴장감 있는
장면: 지하실에서 갑작스러운 소리가 들린다.",어려움,"[로맨스, 지하실, 갑작스러운 소리가 들린다]",245
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 호러, 분위기: 긴박한
장면: 지하철역에서 두 사람이 조용히 대화한다.",중간,"[긴박한, 두 사람이 조용히 대화한다, 호러]",249
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: SF, 분위기: 긴장감 있는
장면: 낡은 아파트에서 갑작스러운 소리가 들린다.",중간,"[긴장감 있는, 갑작스러운 소리가 들린다, SF]",184
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 스릴러, 분위기: 어두운
장면: 버스 안에서 휴대폰을 떨어뜨린다.",어려움,"[버스 안, 어두운, 휴대폰을 떨어뜨린다]",194
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 청춘, 분위기: 긴박한
장면: 지하철역에서 휴대폰을 떨어뜨린다.",어려움,"[지하철역, 청춘, 긴박한]",193
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 코미디, 분위기: 유쾌한
장면: 옥상에서 고백을 망설인다.",어려움,"[유쾌한, 옥상, 코미디]",186
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: SF, 분위기: 긴박한
장면: 지하철역에서 고백을 망설인다.",중간,"[긴박한, 고백을 망설인다, 지하철역]",128
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 스릴러, 분위기: 긴장감 있는
장면: 비 오는 거리에서 고백을 망설인다.",어려움,"[고백을 망설인다, 긴장감 있는, 스릴러]",218
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 느와르, 분위기: 우울한
장면: 옥상에서 누군가를 기다린다.",중간,"[누군가를 기다린다, 느와르, 우울한]",155
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 미스터리, 분위기: 어두운
장면: 고요한 숲에서 과거를 회상한다.",어려움,"[어두운, 미스터리, 고요한 숲]",196
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 로맨스, 분위기: 유쾌한
장면: 고요한 숲에서 고백을 망설인다.",어려움,"[고요한 숲, 유쾌한, 로맨스]",241
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 코미디, 분위기: 유쾌한
장면: 지하실에서 의심스러운 시선을 주고받는다.",어려움,"[코미디, 의심스러운 시선을 주고받는다, 유쾌한]",121
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 드라마, 분위기: 유쾌한
장면: 고요한 숲에서 두 사람이 조용히 대화한다.",중간,"[두 사람이 조용히 대화한다, 드라마, 유쾌한]",200
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 스릴러, 분위기: 현실적인
장면: 지하철역에서 도망치려 한다.",어려움,"[지하철역, 도망치려 한다, 스릴러]",228
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 판타지, 분위기: 유쾌한
장면: 낡은 아파트에서 갑작스러운 소리가 들린다.",중간,"[유쾌한, 판타지, 갑작스러운 소리가 들린다]",188
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 드라마, 분위기: 어두운
장면: 산속 오두막에서 무언가를 숨긴다.",중간,"[어두운, 산속 오두막, 무언가를 숨긴다]",200
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 느와르, 분위기: 감성적인
장면: 비 오는 거리에서 과거를 회상한다.",어려움,"[비 오는 거리, 감성적인, 과거를 회상한다]",240
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 미스터리, 분위기: 긴박한
장면: 지하철역에서 두 사람이 조용히 대화한다.",어려움,"[두 사람이 조용히 대화한다, 긴박한, 지하철역]",220
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 스릴러, 분위기: 잔잔한
장면: 지하실에서 누군가를 기다린다.",어려움,"[스릴러, 누군가를 기다린다, 잔잔한]",224
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 판타지, 분위기: 잔잔한
장면: 해변가에서 두 사람이 조용히 대화한다.",어려움,"[잔잔한, 해변가, 두 사람이 조용히 대화한다]",100
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 코미디, 분위기: 유쾌한
장면: 지하철역에서 무언가를 숨긴다.",중간,"[코미디, 유쾌한, 무언가를 숨긴다]",164
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 미스터리, 분위기: 몽환적인
장면: 해변가에서 누군가를 기다린다.",어려움,"[몽환적인, 해변가, 미스터리]",218
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 판타지, 분위기: 어두운
장면: 고요한 숲에서 누군가를 기다린다.",어려움,"[판타지, 어두운, 누군가를 기다린다]",136
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 코미디, 분위기: 잔잔한
장면: 산속 오두막에서 휴대폰을 떨어뜨린다.",어려움,"[코미디, 산속 오두막, 잔잔한]",120
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 판타지, 분위기: 몽환적인
장면: 낡은 아파트에서 휴대폰을 떨어뜨린다.",어려움,"[낡은 아파트, 몽환적인, 휴대폰을 떨어뜨린다]",146
,시나리오,장면 묘사,"다음 상황을 시나리오 형식으로 구체적으로 묘사하시오.
장르: 스릴러, 분위기: 잔잔한
장면: 옥상에서 의심스러운 시선을 주고받는다.",어려움,"[옥상, 의심스러운 시선을 주고받는다, 잔잔한]",100
