id,category,type,prompt,difficulty,keywords,length
11,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""작은 용기가 큰 변화를 만든다.""",중간,"['철학/삶', '인용문', '논증']",700
12,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""한 사람의 친절이 세상을 바꿀 수 있다.""",어려움,"['사회/관계', '인용문', '창작']",700
13,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""음악은 언어를 초월한다.""",쉬움,"['자연/예술/기술', '인용문', '확장']",800
14,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""예술은 감정의 언어다.""",중간,"['자연/예술/기술', '인용문', '논증']",400
15,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""기술은 도구일 뿐, 주인이 되어선 안 된다.""",중간,"['자연/예술/기술', '인용문', '창작']",400
16,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""자유는 책임을 동반한다.""",어려움,"['철학/삶', '인용문', '확장']",400
17,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""작은 행동이 큰 변화를 이끈다.""",쉬움,"['사회/관계', '인용문', '논증']",500
18,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""작은 행동이 큰 변화를 이끈다.""",쉬움,"['사회/관계', '인용문', '창작']",800
19,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""신뢰는 하루아침에 쌓이지 않는다.""",중간,"['사회/관계', '인용문', '확장']",600
20,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""공동체는 희생으로 유지된다.""",쉬움,"['사회/관계', '인용문', '논증']",500
21,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""삶은 질문으로 가득 차 있다.""",중간,"['철학/삶', '인용문', '창작']",700
22,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""자연은 인간의 첫 스승이다.""",어려움,"['자연/예술/기술', '인용문', '확장']",700
23,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""별빛은 인간에게 겸손을 가르친다.""",중간,"['자연/예술/기술', '인용문', '논증']",400
24,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""작은 행동이 큰 변화를 이끈다.""",어려움,"['사회/관계', '인용문', '창작']",600
25,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""무관심은 가장 큰 위협이다.""",어려움,"['사회/관계', '인용문', '확장']",800
26,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""행복은 준비된 자에게 온다.""",중간,"['철학/삶', '인용문', '논증']",800
27,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""삶은 질문으로 가득 차 있다.""",어려움,"['철학/삶', '인용문', '창작']",400
28,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""고독은 때로 가장 좋은 스승이다.""",쉬움,"['철학/삶', '인용문', '확장']",700
29,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""작은 용기가 큰 변화를 만든다.""",어려움,"['철학/삶', '인용문', '논증']",600
30,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""무관심은 가장 큰 위협이다.""",어려움,"['사회/관계', '인용문', '창작']",500
31,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""이해는 대화에서 태어난다.""",어려움,"['사회/관계', '인용문', '확장']",600
32,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""음악은 언어를 초월한다.""",중간,"['자연/예술/기술', '인용문', '논증']",500
33,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""작은 행동이 큰 변화를 이끈다.""",쉬움,"['사회/관계', '인용문', '창작']",600
34,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""변화는 두려움 속에 숨어 있다.""",쉬움,"['철학/삶', '인용문', '확장']",700
35,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""별빛은 인간에게 겸손을 가르친다.""",쉬움,"['자연/예술/기술', '인용문', '논증']",800
36,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""성공은 실수에서 배운다.""",어려움,"['철학/삶', '인용문', '창작']",400
37,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""행복은 준비된 자에게 온다.""",쉬움,"['철학/삶', '인용문', '확장']",400
38,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""음악은 언어를 초월한다.""",어려움,"['자연/예술/기술', '인용문', '논증']",700
39,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""대화는 갈등을 해소하는 열쇠다.""",중간,"['사회/관계', '인용문', '창작']",700
40,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""숲은 침묵 속의 지혜를 담고 있다.""",쉬움,"['자연/예술/기술', '인용문', '확장']",400
41,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""예술은 감정의 언어다.""",쉬움,"['자연/예술/기술', '인용문', '논증']",600
42,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""기술은 도구일 뿐, 주인이 되어선 안 된다.""",쉬움,"['자연/예술/기술', '인용문', '창작']",700
43,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""삶은 질문으로 가득 차 있다.""",중간,"['철학/삶', '인용문', '확장']",600
44,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""변화는 두려움 속에 숨어 있다.""",어려움,"['철학/삶', '인용문', '논증']",700
45,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""공동체는 희생으로 유지된다.""",어려움,"['사회/관계', '인용문', '창작']",500
46,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""디지털은 편리하지만 고독하다.""",중간,"['자연/예술/기술', '인용문', '확장']",500
47,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""사람은 서로의 거울이다.""",어려움,"['사회/관계', '인용문', '논증']",500
48,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""작은 행동이 큰 변화를 이끈다.""",중간,"['사회/관계', '인용문', '창작']",800
49,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""자유는 책임을 동반한다.""",쉬움,"['철학/삶', '인용문', '확장']",700
50,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""자유는 책임을 동반한다.""",어려움,"['철학/삶', '인용문', '논증']",700
51,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""기술은 도구일 뿐, 주인이 되어선 안 된다.""",쉬움,"['자연/예술/기술', '인용문', '창작']",600
52,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""이해는 대화에서 태어난다.""",쉬움,"['사회/관계', '인용문', '확장']",500
53,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""혁신은 불편함에서 시작된다.""",어려움,"['자연/예술/기술', '인용문', '논증']",700
54,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""한 사람의 친절이 세상을 바꿀 수 있다.""",중간,"['사회/관계', '인용문', '창작']",500
55,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""상상력은 과학을 이끈다.""",어려움,"['자연/예술/기술', '인용문', '확장']",400
56,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""상상력은 과학을 이끈다.""",쉬움,"['자연/예술/기술', '인용문', '논증']",400
57,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""공동체는 희생으로 유지된다.""",중간,"['사회/관계', '인용문', '창작']",800
58,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""작은 행동이 큰 변화를 이끈다.""",쉬움,"['사회/관계', '인용문', '확장']",400
59,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""실패는 또 다른 시작이다.""",중간,"['철학/삶', '인용문', '논증']",600
60,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""예술은 감정의 언어다.""",쉬움,"['자연/예술/기술', '인용문', '창작']",800
61,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""공동체는 희생으로 유지된다.""",쉬움,"['사회/관계', '인용문', '확장']",700
62,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""성공은 실수에서 배운다.""",쉬움,"['철학/삶', '인용문', '논증']",500
63,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""사람은 서로의 거울이다.""",어려움,"['사회/관계', '인용문', '창작']",700
64,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""이해는 대화에서 태어난다.""",쉬움,"['사회/관계', '인용문', '확장']",400
65,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""고독은 때로 가장 좋은 스승이다.""",중간,"['철학/삶', '인용문', '논증']",500
66,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""예술은 감정의 언어다.""",어려움,"['자연/예술/기술', '인용문', '창작']",500
67,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""작은 행동이 큰 변화를 이끈다.""",중간,"['사회/관계', '인용문', '확장']",600
68,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""상상력은 과학을 이끈다.""",어려움,"['자연/예술/기술', '인용문', '논증']",400
69,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""공동체는 희생으로 유지된다.""",중간,"['사회/관계', '인용문', '창작']",500
70,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""기술 발전은 윤리와 함께 가야 한다.""",쉬움,"['자연/예술/기술', '인용문', '확장']",800
71,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""작은 행동이 큰 변화를 이끈다.""",쉬움,"['사회/관계', '인용문', '논증']",800
72,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""성공은 실수에서 배운다.""",중간,"['철학/삶', '인용문', '창작']",800
73,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""자연은 인간의 첫 스승이다.""",중간,"['자연/예술/기술', '인용문', '확장']",700
74,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""공정함은 사회의 기초다.""",중간,"['사회/관계', '인용문', '논증']",800
75,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""예술은 감정의 언어다.""",중간,"['자연/예술/기술', '인용문', '창작']",700
76,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""행복은 준비된 자에게 온다.""",어려움,"['철학/삶', '인용문', '확장']",600
77,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""기술은 도구일 뿐, 주인이 되어선 안 된다.""",중간,"['자연/예술/기술', '인용문', '논증']",500
78,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""혁신은 불편함에서 시작된다.""",쉬움,"['자연/예술/기술', '인용문', '창작']",700
79,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""공정함은 사회의 기초다.""",어려움,"['사회/관계', '인용문', '확장']",700
80,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""자연은 인간의 첫 스승이다.""",중간,"['자연/예술/기술', '인용문', '논증']",400
81,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""음악은 언어를 초월한다.""",쉬움,"['자연/예술/기술', '인용문', '창작']",600
82,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""숲은 침묵 속의 지혜를 담고 있다.""",어려움,"['자연/예술/기술', '인용문', '확장']",800
83,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""협력은 경쟁보다 강하다.""",어려움,"['사회/관계', '인용문', '논증']",700
84,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""디지털은 편리하지만 고독하다.""",쉬움,"['자연/예술/기술', '인용문', '창작']",600
85,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""협력은 경쟁보다 강하다.""",쉬움,"['사회/관계', '인용문', '확장']",700
86,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""이해는 대화에서 태어난다.""",어려움,"['사회/관계', '인용문', '논증']",600
87,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""시간은 가장 공정한 심판이다.""",쉬움,"['철학/삶', '인용문', '창작']",700
88,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""시간은 가장 공정한 심판이다.""",어려움,"['철학/삶', '인용문', '확장']",600
89,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""기술 발전은 윤리와 함께 가야 한다.""",어려움,"['자연/예술/기술', '인용문', '논증']",400
90,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""예술은 감정의 언어다.""",중간,"['자연/예술/기술', '인용문', '창작']",500
91,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""자연은 인간의 첫 스승이다.""",쉬움,"['자연/예술/기술', '인용문', '확장']",800
92,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""한 사람의 친절이 세상을 바꿀 수 있다.""",쉬움,"['사회/관계', '인용문', '논증']",800
93,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""공정함은 사회의 기초다.""",어려움,"['사회/관계', '인용문', '창작']",400
94,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""삶은 질문으로 가득 차 있다.""",중간,"['철학/삶', '인용문', '확장']",600
95,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""신뢰는 하루아침에 쌓이지 않는다.""",어려움,"['사회/관계', '인용문', '논증']",500
96,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""시간은 가장 공정한 심판이다.""",중간,"['철학/삶', '인용문', '창작']",500
97,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""사랑은 이해에서 시작된다.""",어려움,"['철학/삶', '인용문', '확장']",500
98,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""행복은 준비된 자에게 온다.""",중간,"['철학/삶', '인용문', '논증']",400
99,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""기술 발전은 윤리와 함께 가야 한다.""",어려움,"['자연/예술/기술', '인용문', '창작']",500
100,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""작은 용기가 큰 변화를 만든다.""",쉬움,"['철학/삶', '인용문', '확장']",400
101,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""행복은 준비된 자에게 온다.""",중간,"['철학/삶', '인용문', '논증']",800
102,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""변화는 두려움 속에 숨어 있다.""",쉬움,"['철학/삶', '인용문', '창작']",800
103,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""혁신은 불편함에서 시작된다.""",중간,"['자연/예술/기술', '인용문', '확장']",500
104,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""이해는 대화에서 태어난다.""",중간,"['사회/관계', '인용문', '논증']",800
105,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""기술 발전은 윤리와 함께 가야 한다.""",중간,"['자연/예술/기술', '인용문', '창작']",500
106,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""기술 발전은 윤리와 함께 가야 한다.""",쉬움,"['자연/예술/기술', '인용문', '확장']",400
107,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""무관심은 가장 큰 위협이다.""",어려움,"['사회/관계', '인용문', '논증']",500
108,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""자연은 인간의 첫 스승이다.""",쉬움,"['자연/예술/기술', '인용문', '창작']",800
109,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""무관심은 가장 큰 위협이다.""",쉬움,"['사회/관계', '인용문', '확장']",800
110,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""숲은 침묵 속의 지혜를 담고 있다.""",쉬움,"['자연/예술/기술', '인용문', '논증']",600
111,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""한 사람의 친절이 세상을 바꿀 수 있다.""",쉬움,"['사회/관계', '인용문', '창작']",800
112,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""신뢰는 하루아침에 쌓이지 않는다.""",쉬움,"['사회/관계', '인용문', '확장']",400
113,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""자유는 책임을 동반한다.""",어려움,"['철학/삶', '인용문', '논증']",400
114,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""무관심은 가장 큰 위협이다.""",중간,"['사회/관계', '인용문', '창작']",400
115,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""자연은 인간의 첫 스승이다.""",쉬움,"['자연/예술/기술', '인용문', '확장']",500
116,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""사람은 서로의 거울이다.""",어려움,"['사회/관계', '인용문', '논증']",600
117,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""변화는 두려움 속에 숨어 있다.""",쉬움,"['철학/삶', '인용문', '창작']",700
118,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""대화는 갈등을 해소하는 열쇠다.""",중간,"['사회/관계', '인용문', '확장']",400
119,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""사람은 서로의 거울이다.""",어려움,"['사회/관계', '인용문', '논증']",600
120,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""자유는 책임을 동반한다.""",어려움,"['철학/삶', '인용문', '창작']",800
121,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""디지털은 편리하지만 고독하다.""",어려움,"['자연/예술/기술', '인용문', '확장']",400
122,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""사랑은 이해에서 시작된다.""",쉬움,"['철학/삶', '인용문', '논증']",700
123,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""고독은 때로 가장 좋은 스승이다.""",어려움,"['철학/삶', '인용문', '창작']",400
124,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""혁신은 불편함에서 시작된다.""",쉬움,"['자연/예술/기술', '인용문', '확장']",800
125,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""자연은 인간의 첫 스승이다.""",어려움,"['자연/예술/기술', '인용문', '논증']",600
126,에세이,인용문/명언 활용,"다음 인용문을 첫 문장 또는 결말로 활용하여 400자 이상으로 글을 작성하시오: ""이해는 대화에서 태어난다.""",쉬움,"['사회/관계', '인용문', '창작']",500
127,에세이,인용문/명언 활용,"다음 인용문을 바탕으로 자신의 생각이나 경험을 400자 이상으로 서술하시오: ""이해는 대화에서 태어난다.""",쉬움,"['사회/관계', '인용문', '확장']",500
128,에세이,인용문/명언 활용,"다음 인용문에 대해 찬성 또는 반대 입장을 선택하고 500자 이상으로 논리적으로 글을 작성하시오: ""실패는 또 다른 시작이다.""",쉬움,"['철학/삶', '인용문', '논증']",500
