id,category,type,prompt,difficulty,keywords,length,created_at
312,시,시 구조 변형 연습,'푸른 새벽'을 바탕으로 서로 다른 구조의 시 네 편을 만드세요.,어려움,"['버려진 항구', '검은 폭풍', '흐릿한 해']",100,2025-07-23 15:56:59
313,시,시 구조 변형 연습,'거센 폭우'을 시작점으로 네 가지 시 형식으로 표현하세요.,쉬움,"['울부짖는 새', '낮게 드리운 구름', '젖은 종이']",77,2025-07-23 15:57:59
314,시,시 구조 변형 연습,'잊혀진 이름'을 시작점으로 네 가지 시 형식으로 표현하세요.,어려움,"['금이 간 돌', '부서진 나침반', '하얀 연기']",73,2025-07-23 15:58:59
315,시,시 구조 변형 연습,'쇠로 된 문'을 변주하여 서로 다른 네 종류의 시로 작성하세요.,어려움,"['흐릿한 해', '바스러진 나무', '희미한 촛불']",90,2025-07-23 15:59:59
316,시,시 구조 변형 연습,'붉게 물든 강'이라는 구절을 바탕으로 4가지 시 형태로 확장하세요.,쉬움,"['고요한 하늘', '사라진 그림', '거친 바위']",74,2025-07-23 16:00:59
317,시,시 구조 변형 연습,'부서진 시계탑'을 각기 다른 시 형식으로 다시 써보세요.,쉬움,"['흐릿한 불빛', '깊은 밤', '깨진 초승달']",69,2025-07-23 16:01:59
318,시,시 구조 변형 연습,주어진 '부서진 시계탑'을 4가지 시 형식으로 나누어 표현하세요.,중간,"['썩은 나무', '뒤엉킨 덩굴', '버려진 항구']",146,2025-07-23 16:02:59
319,시,시 구조 변형 연습,"'얼룩진 노트'을 주제로 자유시, 3행시, 하이쿠, 산문시로 바꾸어 쓰세요.",쉬움,"['잠든 강', '차갑게 식은 불', '깊은 계곡']",130,2025-07-23 16:03:59
320,시,시 구조 변형 연습,'검은 안개'을 각기 다른 시 형식으로 다시 써보세요.,쉬움,"['검은 연기', '고요한 하늘', '부서진 성']",146,2025-07-23 16:04:59
321,시,시 구조 변형 연습,'푸른 새벽' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,중간,"['부서진 성', '낮게 드리운 구름', '검은 연기']",123,2025-07-23 16:05:59
322,시,시 구조 변형 연습,'붉게 물든 강'을 바탕으로 서로 다른 구조의 시 네 편을 만드세요.,쉬움,"['울음소리', '검은 폭풍', '부러진 종이배']",104,2025-07-23 16:06:59
323,시,시 구조 변형 연습,"'숨겨진 동굴'을 주제로 자유시, 3행시, 하이쿠, 산문시로 바꾸어 쓰세요.",어려움,"['희미한 별', '흐르는 강', '금이 간 돌']",84,2025-07-23 16:07:59
324,시,시 구조 변형 연습,'쇠로 된 문'을 시작점으로 네 가지 시 형식으로 표현하세요.,중간,"['바스러진 나무', '얼룩진 유리', '깊은 계곡']",101,2025-07-23 16:08:59
325,시,시 구조 변형 연습,'부서진 시계탑'을 바탕으로 서로 다른 구조의 시 네 편을 만드세요.,어려움,"['무너진 벽돌', '흐르는 강', '갈라진 길']",91,2025-07-23 16:09:59
326,시,시 구조 변형 연습,'번쩍이는 칼끝'을 바탕으로 서로 다른 구조의 시 네 편을 만드세요.,쉬움,"['부서진 나침반', '부서진 성', '버려진 성문']",92,2025-07-23 16:10:59
327,시,시 구조 변형 연습,'번쩍이는 칼끝'을 변주하여 서로 다른 네 종류의 시로 작성하세요.,쉬움,"['낮게 드리운 구름', '깊은 안식처', '빛바랜 나무']",101,2025-07-23 16:11:59
328,시,시 구조 변형 연습,"'번쩍이는 칼끝'을 이용해 자유시, 3행시, 하이쿠, 산문시로 재구성하세요.",어려움,"['거친 바위', '부서진 성', '금이 간 돌']",99,2025-07-23 16:12:59
329,시,시 구조 변형 연습,"문장 '사라진 종소리'을 자유시, 3행시, 하이쿠, 산문시로 변형해보세요.",쉬움,"['흘러가는 연기', '시든 잎', '썩은 나무']",70,2025-07-23 16:13:59
330,시,시 구조 변형 연습,'번쩍이는 칼끝'을 바탕으로 서로 다른 구조의 시 네 편을 만드세요.,어려움,"['낯선 풍경', '얼룩진 유리', '금이 간 돌']",138,2025-07-23 16:14:59
331,시,시 구조 변형 연습,'부러진 깃발' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,어려움,"['쓸쓸한 달', '부러진 종이배', '흩어진 모래']",103,2025-07-23 16:15:59
332,시,시 구조 변형 연습,'잊혀진 이름'을 각기 다른 시 형식으로 다시 써보세요.,어려움,"['잠든 강', '숨죽인 목소리', '울부짖는 새']",78,2025-07-23 16:16:59
333,시,시 구조 변형 연습,"'깨어진 유리창'을 이용해 자유시, 3행시, 하이쿠, 산문시로 재구성하세요.",중간,"['버려진 성문', '흐린 파도', '빛바랜 나무']",59,2025-07-23 16:17:59
334,시,시 구조 변형 연습,'사라진 종소리'을 변주하여 서로 다른 네 종류의 시로 작성하세요.,쉬움,"['흐르는 강', '젖은 종이', '흩어진 모래']",73,2025-07-23 16:18:59
335,시,시 구조 변형 연습,'부서진 시계탑'을 변주하여 서로 다른 네 종류의 시로 작성하세요.,쉬움,"['흐린 파도', '낯선 풍경', '검은 연기']",107,2025-07-23 16:19:59
336,시,시 구조 변형 연습,'거센 폭우'이라는 구절을 바탕으로 4가지 시 형태로 확장하세요.,쉬움,"['깊은 밤', '갈라진 길', '깊은 계곡']",90,2025-07-23 16:20:59
337,시,시 구조 변형 연습,"문장 '거센 폭우'을 자유시, 3행시, 하이쿠, 산문시로 변형해보세요.",중간,"['흘러가는 연기', '흐릿한 불빛', '빛바랜 나무']",119,2025-07-23 16:21:59
338,시,시 구조 변형 연습,'얼룩진 노트'이라는 구절을 바탕으로 4가지 시 형태로 확장하세요.,어려움,"['흘러가는 연기', '깊은 안식처', '붉게 빛난 별']",103,2025-07-23 16:22:59
339,시,시 구조 변형 연습,"'떨어진 별빛'을 주제로 자유시, 3행시, 하이쿠, 산문시로 바꾸어 쓰세요.",중간,"['붉게 빛난 별', '깊은 계곡', '희미한 별']",106,2025-07-23 16:23:59
340,시,시 구조 변형 연습,'사라진 종소리'을 변주하여 서로 다른 네 종류의 시로 작성하세요.,어려움,"['사라진 그림', '바스러진 나무', '검은 연기']",105,2025-07-23 16:24:59
341,시,시 구조 변형 연습,'떨어진 별빛'을 시작점으로 네 가지 시 형식으로 표현하세요.,어려움,"['휘몰아치는 바람', '잠든 강', '깊은 밤']",59,2025-07-23 16:25:59
342,시,시 구조 변형 연습,"문장 '고요한 들판'을 자유시, 3행시, 하이쿠, 산문시로 변형해보세요.",어려움,"['잠든 강', '흐르는 강', '낮게 드리운 구름']",74,2025-07-23 16:26:59
343,시,시 구조 변형 연습,'고요한 들판'을 변주하여 서로 다른 네 종류의 시로 작성하세요.,중간,"['부서진 나침반', '사라진 그림', '낯선 풍경']",73,2025-07-23 16:27:59
344,시,시 구조 변형 연습,'얼어붙은 강가'을 바탕으로 서로 다른 구조의 시 네 편을 만드세요.,쉬움,"['거친 바위', '버려진 항구', '검은 연기']",55,2025-07-23 16:28:59
345,시,시 구조 변형 연습,'잊혀진 이름'을 바탕으로 서로 다른 구조의 시 네 편을 만드세요.,쉬움,"['흐르는 강', '희미한 촛불', '흐릿한 해']",127,2025-07-23 16:29:59
346,시,시 구조 변형 연습,'얼어붙은 강가' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,쉬움,"['검은 폭풍', '흐르는 강', '휘몰아치는 바람']",100,2025-07-23 16:30:59
347,시,시 구조 변형 연습,"문장 '푸른 새벽'을 자유시, 3행시, 하이쿠, 산문시로 변형해보세요.",중간,"['흐르는 강', '차갑게 식은 불', '무너진 벽돌']",72,2025-07-23 16:31:59
348,시,시 구조 변형 연습,'붉게 물든 강'을 각기 다른 시 형식으로 다시 써보세요.,쉬움,"['흐릿한 불빛', '숨겨진 길', '고요한 하늘']",80,2025-07-23 16:32:59
349,시,시 구조 변형 연습,'검은 안개' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,어려움,"['흐린 파도', '검은 연기', '희미한 별']",66,2025-07-23 16:33:59
350,시,시 구조 변형 연습,'사라진 종소리'을 각기 다른 시 형식으로 다시 써보세요.,중간,"['젖은 종이', '휘몰아치는 바람', '흐릿한 해']",103,2025-07-23 16:34:59
351,시,시 구조 변형 연습,주어진 '쇠로 된 문'을 4가지 시 형식으로 나누어 표현하세요.,쉬움,"['울음소리', '금이 간 돌', '바스러진 나무']",93,2025-07-23 16:35:59
352,시,시 구조 변형 연습,'무너진 탑'이라는 구절을 바탕으로 4가지 시 형태로 확장하세요.,쉬움,"['낮게 드리운 구름', '부러진 종이배', '흐르는 강']",75,2025-07-23 16:36:59
353,시,시 구조 변형 연습,주어진 '숨겨진 동굴'을 4가지 시 형식으로 나누어 표현하세요.,중간,"['뒤엉킨 덩굴', '낙하하는 돌', '울부짖는 새']",96,2025-07-23 16:37:59
354,시,시 구조 변형 연습,'얼어붙은 강가'을 각기 다른 시 형식으로 다시 써보세요.,쉬움,"['잠든 강', '흐린 파도', '차갑게 식은 불']",89,2025-07-23 16:38:59
355,시,시 구조 변형 연습,"문장 '붉게 물든 강'을 자유시, 3행시, 하이쿠, 산문시로 변형해보세요.",어려움,"['흐르는 강', '무너진 벽돌', '낙하하는 돌']",92,2025-07-23 16:39:59
356,시,시 구조 변형 연습,"'깨어진 유리창'을 이용해 자유시, 3행시, 하이쿠, 산문시로 재구성하세요.",중간,"['검은 폭풍', '숨죽인 목소리', '버려진 항구']",150,2025-07-23 16:40:59
357,시,시 구조 변형 연습,'사라진 종소리' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,어려움,"['버려진 성문', '낯선 풍경', '하얀 연기']",135,2025-07-23 16:41:59
358,시,시 구조 변형 연습,주어진 '번쩍이는 칼끝'을 4가지 시 형식으로 나누어 표현하세요.,어려움,"['낙하하는 돌', '무너진 벽돌', '검은 폭풍']",114,2025-07-23 16:42:59
359,시,시 구조 변형 연습,"'부서진 시계탑'을 이용해 자유시, 3행시, 하이쿠, 산문시로 재구성하세요.",쉬움,"['사라진 그림', '울음소리', '고요한 하늘']",100,2025-07-23 16:43:59
360,시,시 구조 변형 연습,'부서진 시계탑' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,어려움,"['젖은 종이', '조용한 파도', '낮게 드리운 구름']",142,2025-07-23 16:44:59
361,시,시 구조 변형 연습,"문장 '숨겨진 동굴'을 자유시, 3행시, 하이쿠, 산문시로 변형해보세요.",중간,"['부서진 성', '거친 바위', '흐르는 강']",106,2025-07-23 16:45:59
362,시,시 구조 변형 연습,'고요한 들판' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,어려움,"['흐릿한 불빛', '고요한 하늘', '갈라진 길']",86,2025-07-23 16:46:59
363,시,시 구조 변형 연습,'푸른 새벽'을 변주하여 서로 다른 네 종류의 시로 작성하세요.,쉬움,"['썩은 나무', '차갑게 식은 불', '하얀 연기']",115,2025-07-23 16:47:59
364,시,시 구조 변형 연습,'깨어진 유리창'을 변주하여 서로 다른 네 종류의 시로 작성하세요.,쉬움,"['썩은 나무', '흘러가는 연기', '버려진 성문']",142,2025-07-23 16:48:59
365,시,시 구조 변형 연습,'하얀 폭풍' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,어려움,"['부러진 종이배', '낯선 풍경', '뒤엉킨 덩굴']",93,2025-07-23 16:49:59
366,시,시 구조 변형 연습,'부러진 깃발'이라는 구절을 바탕으로 4가지 시 형태로 확장하세요.,중간,"['희미한 별', '버려진 항구', '사라진 그림']",143,2025-07-23 16:50:59
367,시,시 구조 변형 연습,'숨겨진 동굴'이라는 구절을 바탕으로 4가지 시 형태로 확장하세요.,어려움,"['불안한 숨결', '쓸쓸한 달', '검은 연기']",65,2025-07-23 16:51:59
368,시,시 구조 변형 연습,'부러진 깃발'을 각기 다른 시 형식으로 다시 써보세요.,중간,"['숨겨진 길', '낯선 풍경', '낙하하는 돌']",87,2025-07-23 16:52:59
369,시,시 구조 변형 연습,'숨겨진 동굴'을 변주하여 서로 다른 네 종류의 시로 작성하세요.,쉬움,"['빛바랜 나무', '숨겨진 길', '낯선 풍경']",80,2025-07-23 16:53:59
370,시,시 구조 변형 연습,'숨겨진 동굴'이라는 구절을 바탕으로 4가지 시 형태로 확장하세요.,중간,"['거친 바위', '쓸쓸한 달', '차갑게 식은 불']",77,2025-07-23 16:54:59
371,시,시 구조 변형 연습,"'잊혀진 이름'을 이용해 자유시, 3행시, 하이쿠, 산문시로 재구성하세요.",쉬움,"['얼룩진 유리', '깊은 밤', '흐르는 강']",69,2025-07-23 16:55:59
372,시,시 구조 변형 연습,'숨겨진 동굴' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,중간,"['차갑게 식은 불', '깊은 안식처', '흐르는 강']",70,2025-07-23 16:56:59
373,시,시 구조 변형 연습,주어진 '부서진 시계탑'을 4가지 시 형식으로 나누어 표현하세요.,쉬움,"['붉게 빛난 별', '휘몰아치는 바람', '부서진 나침반']",75,2025-07-23 16:57:59
374,시,시 구조 변형 연습,"'붉게 물든 강'을 이용해 자유시, 3행시, 하이쿠, 산문시로 재구성하세요.",중간,"['낮게 드리운 구름', '희미한 별', '흐릿한 불빛']",120,2025-07-23 16:58:59
375,시,시 구조 변형 연습,'쇠로 된 문' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,어려움,"['희미한 촛불', '숨죽인 목소리', '썩은 나무']",58,2025-07-23 16:59:59
376,시,시 구조 변형 연습,"문장 '하얀 폭풍'을 자유시, 3행시, 하이쿠, 산문시로 변형해보세요.",쉬움,"['숨겨진 길', '흐린 파도', '울부짖는 새']",61,2025-07-23 17:00:59
377,시,시 구조 변형 연습,'하얀 폭풍'이라는 구절을 바탕으로 4가지 시 형태로 확장하세요.,쉬움,"['젖은 종이', '깊은 안식처', '깨진 초승달']",144,2025-07-23 17:01:59
378,시,시 구조 변형 연습,'숨겨진 동굴'을 각기 다른 시 형식으로 다시 써보세요.,어려움,"['깨진 초승달', '바스러진 나무', '숨겨진 길']",78,2025-07-23 17:02:59
379,시,시 구조 변형 연습,"문장 '부서진 시계탑'을 자유시, 3행시, 하이쿠, 산문시로 변형해보세요.",쉬움,"['흐르는 강', '낯선 풍경', '흐린 파도']",52,2025-07-23 17:03:59
380,시,시 구조 변형 연습,주어진 '하얀 폭풍'을 4가지 시 형식으로 나누어 표현하세요.,중간,"['흐르는 강', '차갑게 식은 불', '검은 폭풍']",115,2025-07-23 17:04:59
381,시,시 구조 변형 연습,'얼어붙은 강가'이라는 구절을 바탕으로 4가지 시 형태로 확장하세요.,중간,"['거대한 그림자', '뒤엉킨 덩굴', '검은 폭풍']",135,2025-07-23 17:05:59
382,시,시 구조 변형 연습,"'낡은 다리'을 이용해 자유시, 3행시, 하이쿠, 산문시로 재구성하세요.",어려움,"['흐르는 강', '희미한 별', '울음소리']",106,2025-07-23 17:06:59
383,시,시 구조 변형 연습,'검은 안개'이라는 구절을 바탕으로 4가지 시 형태로 확장하세요.,어려움,"['희미한 촛불', '낙하하는 돌', '잠든 강']",144,2025-07-23 17:07:59
384,시,시 구조 변형 연습,'푸른 새벽'을 바탕으로 서로 다른 구조의 시 네 편을 만드세요.,어려움,"['부서진 나침반', '버려진 항구', '낮게 드리운 구름']",72,2025-07-23 17:08:59
385,시,시 구조 변형 연습,주어진 '붉게 물든 강'을 4가지 시 형식으로 나누어 표현하세요.,어려움,"['깊은 계곡', '거친 바위', '검은 연기']",135,2025-07-23 17:09:59
386,시,시 구조 변형 연습,'번쩍이는 칼끝'을 시작점으로 네 가지 시 형식으로 표현하세요.,중간,"['뒤엉킨 덩굴', '금이 간 돌', '무너진 벽돌']",121,2025-07-23 17:10:59
387,시,시 구조 변형 연습,"'붉게 물든 강'을 주제로 자유시, 3행시, 하이쿠, 산문시로 바꾸어 쓰세요.",중간,"['희미한 별', '불안한 숨결', '깊은 안식처']",102,2025-07-23 17:11:59
388,시,시 구조 변형 연습,'부러진 깃발'이라는 구절을 바탕으로 4가지 시 형태로 확장하세요.,쉬움,"['잠든 강', '낯선 풍경', '휘몰아치는 바람']",71,2025-07-23 17:12:59
389,시,시 구조 변형 연습,"'잊혀진 이름'을 주제로 자유시, 3행시, 하이쿠, 산문시로 바꾸어 쓰세요.",어려움,"['부서진 성', '검은 폭풍', '고요한 하늘']",149,2025-07-23 17:13:59
390,시,시 구조 변형 연습,'붉게 물든 강' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,어려움,"['빛바랜 나무', '숨죽인 목소리', '울부짖는 새']",91,2025-07-23 17:14:59
391,시,시 구조 변형 연습,"'얼룩진 노트'을 이용해 자유시, 3행시, 하이쿠, 산문시로 재구성하세요.",어려움,"['쓸쓸한 달', '부서진 나침반', '빛바랜 나무']",62,2025-07-23 17:15:59
392,시,시 구조 변형 연습,'쇠로 된 문'을 바탕으로 서로 다른 구조의 시 네 편을 만드세요.,쉬움,"['숨죽인 목소리', '쓸쓸한 달', '시든 잎']",96,2025-07-23 17:16:59
393,시,시 구조 변형 연습,주어진 '붉게 물든 강'을 4가지 시 형식으로 나누어 표현하세요.,중간,"['울음소리', '쓸쓸한 달', '깊은 밤']",90,2025-07-23 17:17:59
394,시,시 구조 변형 연습,'깨어진 유리창' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,쉬움,"['하얀 연기', '흩어진 모래', '부러진 종이배']",107,2025-07-23 17:18:59
395,시,시 구조 변형 연습,'얼룩진 노트' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,중간,"['숨겨진 길', '낙하하는 돌', '바스러진 나무']",84,2025-07-23 17:19:59
396,시,시 구조 변형 연습,'붉게 물든 강'을 바탕으로 서로 다른 구조의 시 네 편을 만드세요.,쉬움,"['깊은 계곡', '붉게 빛난 별', '고요한 하늘']",130,2025-07-23 17:20:59
397,시,시 구조 변형 연습,주어진 '얼룩진 노트'을 4가지 시 형식으로 나누어 표현하세요.,중간,"['불안한 숨결', '젖은 종이', '흘러가는 연기']",118,2025-07-23 17:21:59
398,시,시 구조 변형 연습,'고요한 들판'이라는 구절을 바탕으로 4가지 시 형태로 확장하세요.,쉬움,"['빛바랜 나무', '검은 폭풍', '흐릿한 불빛']",68,2025-07-23 17:22:59
399,시,시 구조 변형 연습,'번쩍이는 칼끝'이라는 구절을 바탕으로 4가지 시 형태로 확장하세요.,어려움,"['갈라진 길', '고요한 하늘', '낯선 풍경']",123,2025-07-23 17:23:59
400,시,시 구조 변형 연습,'떨어진 별빛'을 변주하여 서로 다른 네 종류의 시로 작성하세요.,어려움,"['부서진 성', '버려진 항구', '흐릿한 불빛']",132,2025-07-23 17:24:59
401,시,시 구조 변형 연습,'깨어진 유리창'을 변주하여 서로 다른 네 종류의 시로 작성하세요.,쉬움,"['하얀 연기', '울음소리', '부러진 종이배']",127,2025-07-23 17:25:59
402,시,시 구조 변형 연습,'부서진 시계탑' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,중간,"['버려진 성문', '깊은 안식처', '붉게 빛난 별']",115,2025-07-23 17:26:59
403,시,시 구조 변형 연습,"문장 '얼어붙은 강가'을 자유시, 3행시, 하이쿠, 산문시로 변형해보세요.",어려움,"['희미한 촛불', '시든 잎', '부러진 종이배']",70,2025-07-23 17:27:59
404,시,시 구조 변형 연습,"문장 '낡은 다리'을 자유시, 3행시, 하이쿠, 산문시로 변형해보세요.",어려움,"['검은 폭풍', '거대한 그림자', '깨진 초승달']",55,2025-07-23 17:28:59
405,시,시 구조 변형 연습,"'붉게 물든 강'을 주제로 자유시, 3행시, 하이쿠, 산문시로 바꾸어 쓰세요.",쉬움,"['울음소리', '흐린 파도', '빛바랜 나무']",137,2025-07-23 17:29:59
406,시,시 구조 변형 연습,'숨겨진 동굴'을 각기 다른 시 형식으로 다시 써보세요.,쉬움,"['무너진 벽돌', '얼룩진 유리', '하얀 연기']",134,2025-07-23 17:30:59
407,시,시 구조 변형 연습,'검은 안개' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,어려움,"['울부짖는 새', '깊은 계곡', '깊은 밤']",73,2025-07-23 17:31:59
408,시,시 구조 변형 연습,'얼어붙은 강가'을 변주하여 서로 다른 네 종류의 시로 작성하세요.,쉬움,"['무너진 벽돌', '젖은 종이', '부러진 종이배']",89,2025-07-23 17:32:59
409,시,시 구조 변형 연습,주어진 '고요한 들판'을 4가지 시 형식으로 나누어 표현하세요.,어려움,"['깊은 안식처', '흐릿한 불빛', '갈라진 길']",91,2025-07-23 17:33:59
410,시,시 구조 변형 연습,주어진 '얼룩진 노트'을 4가지 시 형식으로 나누어 표현하세요.,어려움,"['금이 간 돌', '바스러진 나무', '얼룩진 유리']",62,2025-07-23 17:34:59
411,시,시 구조 변형 연습,'떨어진 별빛'을 각기 다른 시 형식으로 다시 써보세요.,어려움,"['거대한 그림자', '낯선 풍경', '뒤엉킨 덩굴']",97,2025-07-23 17:35:59
412,시,시 구조 변형 연습,"문장 '얼어붙은 강가'을 자유시, 3행시, 하이쿠, 산문시로 변형해보세요.",쉬움,"['버려진 성문', '깨진 초승달', '썩은 나무']",113,2025-07-23 17:36:59
413,시,시 구조 변형 연습,'얼룩진 노트'을 시작점으로 네 가지 시 형식으로 표현하세요.,어려움,"['깊은 밤', '무너진 벽돌', '숨겨진 길']",145,2025-07-23 17:37:59
414,시,시 구조 변형 연습,'깨어진 유리창' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,중간,"['깨진 초승달', '흘러가는 연기', '바스러진 나무']",142,2025-07-23 17:38:59
415,시,시 구조 변형 연습,'깨어진 유리창'이라는 구절을 바탕으로 4가지 시 형태로 확장하세요.,쉬움,"['젖은 종이', '부서진 성', '거대한 그림자']",133,2025-07-23 17:39:59
416,시,시 구조 변형 연습,"문장 '쇠로 된 문'을 자유시, 3행시, 하이쿠, 산문시로 변형해보세요.",어려움,"['젖은 종이', '휘몰아치는 바람', '빛바랜 나무']",140,2025-07-23 17:40:59
417,시,시 구조 변형 연습,"문장 '번쩍이는 칼끝'을 자유시, 3행시, 하이쿠, 산문시로 변형해보세요.",중간,"['거대한 그림자', '조용한 파도', '쓸쓸한 달']",54,2025-07-23 17:41:59
418,시,시 구조 변형 연습,'떨어진 별빛' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,어려움,"['낯선 풍경', '차갑게 식은 불', '쓸쓸한 달']",130,2025-07-23 17:42:59
419,시,시 구조 변형 연습,'숨겨진 동굴'을 바탕으로 서로 다른 구조의 시 네 편을 만드세요.,어려움,"['무너진 벽돌', '고요한 하늘', '낮게 드리운 구름']",124,2025-07-23 17:43:59
420,시,시 구조 변형 연습,"'사라진 종소리'을 이용해 자유시, 3행시, 하이쿠, 산문시로 재구성하세요.",어려움,"['흐릿한 해', '울부짖는 새', '흘러가는 연기']",123,2025-07-23 17:44:59
421,시,시 구조 변형 연습,'사라진 종소리'을 시작점으로 네 가지 시 형식으로 표현하세요.,중간,"['낯선 풍경', '쓸쓸한 달', '잠든 강']",92,2025-07-23 17:45:59
422,시,시 구조 변형 연습,"'붉게 물든 강'을 주제로 자유시, 3행시, 하이쿠, 산문시로 바꾸어 쓰세요.",쉬움,"['불안한 숨결', '낯선 풍경', '울부짖는 새']",131,2025-07-23 17:46:59
423,시,시 구조 변형 연습,"'번쩍이는 칼끝'을 이용해 자유시, 3행시, 하이쿠, 산문시로 재구성하세요.",쉬움,"['거대한 그림자', '잠든 강', '버려진 항구']",55,2025-07-23 17:47:59
424,시,시 구조 변형 연습,"'깨어진 유리창'을 이용해 자유시, 3행시, 하이쿠, 산문시로 재구성하세요.",쉬움,"['거친 바위', '얼룩진 유리', '불안한 숨결']",101,2025-07-23 17:48:59
425,시,시 구조 변형 연습,'부서진 시계탑'을 시작점으로 네 가지 시 형식으로 표현하세요.,어려움,"['흐릿한 해', '빛바랜 나무', '젖은 종이']",147,2025-07-23 17:49:59
426,시,시 구조 변형 연습,"'부러진 깃발'을 주제로 자유시, 3행시, 하이쿠, 산문시로 바꾸어 쓰세요.",중간,"['깨진 초승달', '희미한 촛불', '흘러가는 연기']",58,2025-07-23 17:50:59
427,시,시 구조 변형 연습,'숨겨진 동굴'이라는 구절을 바탕으로 4가지 시 형태로 확장하세요.,쉬움,"['깊은 밤', '조용한 파도', '부러진 종이배']",109,2025-07-23 17:51:59
428,시,시 구조 변형 연습,'번쩍이는 칼끝'을 시작점으로 네 가지 시 형식으로 표현하세요.,어려움,"['숨겨진 길', '시든 잎', '버려진 성문']",59,2025-07-23 17:52:59
429,시,시 구조 변형 연습,주어진 '하얀 폭풍'을 4가지 시 형식으로 나누어 표현하세요.,어려움,"['깊은 안식처', '거친 바위', '희미한 촛불']",69,2025-07-23 17:53:59
430,시,시 구조 변형 연습,'쇠로 된 문'을 변주하여 서로 다른 네 종류의 시로 작성하세요.,쉬움,"['고요한 하늘', '깊은 안식처', '잠든 강']",60,2025-07-23 17:54:59
431,시,시 구조 변형 연습,'푸른 새벽'을 바탕으로 서로 다른 구조의 시 네 편을 만드세요.,쉬움,"['버려진 성문', '사라진 그림', '숨죽인 목소리']",66,2025-07-23 17:55:59
432,시,시 구조 변형 연습,'잊혀진 이름'을 시작점으로 네 가지 시 형식으로 표현하세요.,쉬움,"['희미한 별', '젖은 종이', '차갑게 식은 불']",113,2025-07-23 17:56:59
433,시,시 구조 변형 연습,'하얀 폭풍'을 각기 다른 시 형식으로 다시 써보세요.,어려움,"['바스러진 나무', '시든 잎', '휘몰아치는 바람']",104,2025-07-23 17:57:59
