id,category,type,prompt,difficulty,keywords,length,created_at
,시,이미지화,시의 장면을 시각적으로 구현하세요: '고치을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',중간,"[그림자, 달그림자, 눈보라]",191,2025-07-22 07:29:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '허공을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[새벽녘, 눈보라, 비늘]",178,2025-07-22 07:28:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '파편을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',어려움,"[바위, 빛살, 눈보라]",157,2025-07-22 07:27:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '달그림자을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',중간,"[유령, 풍경화, 달그림자]",221,2025-07-22 07:26:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '조개껍질을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',어려움,"[진주, 성운, 진흙]",157,2025-07-22 07:25:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '조개껍질을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',어려움,"[그림자, 성운, 풍경화]",221,2025-07-22 07:24:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '메아리을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',어려움,"[별자리, 파편, 진흙]",96,2025-07-22 07:23:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '개울을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',어려움,"[조개껍질, 진주, 서리]",109,2025-07-22 07:22:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '칼날을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',어려움,"[고드름, 사슬, 성운]",90,2025-07-22 07:21:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '칼날을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',어려움,"[빛살, 진흙, 불씨]",72,2025-07-22 07:20:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '그림자을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[심장박동, 파도소리, 늪지]",233,2025-07-22 07:19:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '진흙을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[불씨, 성운, 허공]",153,2025-07-22 07:18:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '허공을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[유령, 달그림자, 진흙]",75,2025-07-22 07:17:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '초승달을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',어려움,"[초승달, 나비, 그림자]",110,2025-07-22 07:16:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '풍경화을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',중간,"[진주, 달그림자, 종소리]",161,2025-07-22 07:15:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '별자리을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',어려움,"[새벽녘, 허공, 바위]",71,2025-07-22 07:14:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '유령을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',어려움,"[허공, 고치, 달그림자]",134,2025-07-22 07:13:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '그림자을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[고치, 성운, 개울]",174,2025-07-22 07:12:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '고드름을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[유령, 파도소리, 바위]",122,2025-07-22 07:11:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '메아리을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[눈보라, 진주, 사슬]",249,2025-07-22 07:10:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '조개껍질을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',어려움,"[늪지, 서리, 달그림자]",165,2025-07-22 07:09:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '늪지을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',어려움,"[별자리, 파편, 초승달]",117,2025-07-22 07:08:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '메아리을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[고치, 종소리, 늪지]",191,2025-07-22 07:07:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '파도소리을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[바위, 칼날, 불씨]",203,2025-07-22 07:06:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '풍경화을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',중간,"[나비, 파도소리, 성운]",76,2025-07-22 07:05:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '새벽녘을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',중간,"[사슬, 그림자, 불씨]",70,2025-07-22 07:04:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '종소리을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',어려움,"[파도소리, 메아리, 비늘]",230,2025-07-22 07:03:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '진주을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[조개껍질, 칼날, 늪지]",129,2025-07-22 07:02:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '사슬을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[바위, 파편, 칼날]",214,2025-07-22 07:01:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '사슬을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',중간,"[바위, 진주, 파편]",180,2025-07-22 07:00:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '고드름을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[서리, 나비, 달그림자]",198,2025-07-22 06:59:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '풍경화을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',중간,"[빛살, 진주, 달그림자]",161,2025-07-22 06:58:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '종소리을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[나비, 불씨, 눈보라]",115,2025-07-22 06:57:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '빛살을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',중간,"[별자리, 늪지, 소용돌이]",171,2025-07-22 06:56:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '눈보라을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',어려움,"[사슬, 심장박동, 진흙]",114,2025-07-22 06:55:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '심장박동을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',어려움,"[나비, 사슬, 유령]",237,2025-07-22 06:54:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '불씨을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[풍경화, 별자리, 심장박동]",218,2025-07-22 06:53:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '불씨을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',어려움,"[칼날, 초승달, 성운]",80,2025-07-22 06:52:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '사슬을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[늪지, 새벽녘, 소용돌이]",216,2025-07-22 06:51:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '진흙을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[비늘, 메아리, 빛살]",192,2025-07-22 06:50:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '바위을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[나비, 조개껍질, 늪지]",107,2025-07-22 06:49:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '달그림자을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[성운, 파편, 종소리]",81,2025-07-22 06:48:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '허공을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',어려움,"[사슬, 성운, 메아리]",205,2025-07-22 06:47:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '빛살을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[종소리, 진주, 비늘]",198,2025-07-22 06:46:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '초승달을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',어려움,"[달그림자, 고치, 눈보라]",123,2025-07-22 06:45:09
,시,이미지화,시의 장면을 시각적으로 구현하세요: '고드름을(를) 중심으로 한 독창적이고 몽환적인 풍경을 묘사하세요.',쉬움,"[그림자, 나비, 진주]",214,2025-07-22 06:44:09
