id,category,type,prompt,difficulty,keywords,length
19,시나리오,결말 재구성,"주제 '공원 벤치에 남겨진 낡은 편지'를 반전엔딩, 코믹 결말, 비극적 결말 결말로 변환해 각 2줄씩 작성하세요.",쉬움,"['반전엔딩', '코믹 결말', '비극적 결말', '쓸쓸한']",86
20,시나리오,결말 재구성,"버스 안에서 들려오는 기타 연주' 장면을 코믹 결말, 해피엔딩, 따뜻한 결말 결말로 바꿔 2줄씩 표현하세요.",어려움,"['코믹 결말', '해피엔딩', '따뜻한 결말', '감성적']",93
21,시나리오,결말 재구성,"동네 문구점에서 학창 시절 친구와 재회' 장면을 반전엔딩, 열린 결말, 서스펜스 결말 톤으로 결말만 다르게 2줄씩 작성하세요.",중간,"['반전엔딩', '열린 결말', '서스펜스 결말', '긴박한']",112
22,시나리오,결말 재구성,"편의점 앞 테이블에서 새벽을 지새우는 사람들' 상황을 반전엔딩, 비극적 결말, 따뜻한 결말 버전으로 각각 다른 결말을 2줄씩 만드세요.",쉬움,"['반전엔딩', '비극적 결말', '따뜻한 결말', '잔잔한']",129
23,시나리오,결말 재구성,"공원 벤치에서 잠든 사람과 마주친 상황' 장면을 열린 결말, 반전엔딩, 낭만적 결말 톤으로 결말만 다르게 2줄씩 작성하세요.",쉬움,"['열린 결말', '반전엔딩', '낭만적 결말', '현실적']",147
24,시나리오,결말 재구성,"주제 '영화관 로비에서 우연히 부딪힌 두 사람'를 서스펜스 결말, 비극적 결말, 해피엔딩 결말로 변환해 각 2줄씩 작성하세요.",중간,"['서스펜스 결말', '비극적 결말', '해피엔딩', '현실적']",83
25,시나리오,결말 재구성,"주제 '편의점 야간 근무 중 뜻밖의 손님 등장'를 반전엔딩, 낭만적 결말, 비극적 결말 결말로 변환해 각 2줄씩 작성하세요.",중간,"['반전엔딩', '낭만적 결말', '비극적 결말', '드라마틱']",125
26,시나리오,결말 재구성,"아파트 복도에서 울고 있는 아이를 발견한 주민' 장면을 반전엔딩, 코믹 결말, 따뜻한 결말 톤으로 결말만 다르게 2줄씩 작성하세요.",쉬움,"['반전엔딩', '코믹 결말', '따뜻한 결말', '서정적']",91
27,시나리오,결말 재구성,"주제 '동네 서점에서 같은 소설을 집은 두 사람'를 해피엔딩, 비극적 결말, 열린 결말 결말로 변환해 각 2줄씩 작성하세요.",쉬움,"['해피엔딩', '비극적 결말', '열린 결말', '잔잔한']",93
28,시나리오,결말 재구성,"주제 '버스 안에서 들려오는 기타 연주'를 낭만적 결말, 열린 결말, 코믹 결말 결말로 변환해 각 2줄씩 작성하세요.",쉬움,"['낭만적 결말', '열린 결말', '코믹 결말', '잔잔한']",86
29,시나리오,결말 재구성,"주제 '도시 버스 안에서 이어진 짧은 인연'를 반전엔딩, 열린 결말, 비극적 결말으로 각각 2줄씩 결말을 재구성하세요.",쉬움,"['반전엔딩', '열린 결말', '비극적 결말', '긴박한']",132
30,시나리오,결말 재구성,"주제 '겨울밤 버스 안, 옆자리와 나눈 짧은 대화'를 열린 결말, 따뜻한 결말, 비극적 결말 결말로 변환해 각 2줄씩 작성하세요.",중간,"['열린 결말', '따뜻한 결말', '비극적 결말', '긴박한']",120
31,시나리오,결말 재구성,"지하철 환승역에서 스쳐 지나간 시선' 장면을 서스펜스 결말, 열린 결말, 해피엔딩 결말로 바꿔 2줄씩 표현하세요.",중간,"['서스펜스 결말', '열린 결말', '해피엔딩', '드라마틱']",81
32,시나리오,결말 재구성,"주제 '동네 문구점에서 학창 시절 친구와 재회'를 해피엔딩, 따뜻한 결말, 반전엔딩으로 각각 2줄씩 결말을 재구성하세요.",중간,"['해피엔딩', '따뜻한 결말', '반전엔딩', '잔잔한']",120
33,시나리오,결말 재구성,"백화점 에스컬레이터에서 스친 눈빛' 장면을 반전엔딩, 따뜻한 결말, 서스펜스 결말 톤으로 결말만 다르게 2줄씩 작성하세요.",어려움,"['반전엔딩', '따뜻한 결말', '서스펜스 결말', '감성적']",85
34,시나리오,결말 재구성,"주제 '도서관 열람실에서 동시에 같은 책을 찾는 순간'를 열린 결말, 서스펜스 결말, 반전엔딩 결말로 변환해 각 2줄씩 작성하세요.",쉬움,"['열린 결말', '서스펜스 결말', '반전엔딩', '서정적']",125
35,시나리오,결말 재구성,"버스 안에서 들려오는 기타 연주' 상황을 서스펜스 결말, 낭만적 결말, 해피엔딩 버전으로 각각 다른 결말을 2줄씩 만드세요.",중간,"['서스펜스 결말', '낭만적 결말', '해피엔딩', '쓸쓸한']",106
36,시나리오,결말 재구성,"회사 탕비실에서 벌어진 작은 소동' 상황을 비극적 결말, 따뜻한 결말, 코믹 결말 버전으로 각각 다른 결말을 2줄씩 만드세요.",어려움,"['비극적 결말', '따뜻한 결말', '코믹 결말', '쓸쓸한']",111
37,시나리오,결말 재구성,"겨울밤 버스 안, 옆자리와 나눈 짧은 대화' 장면을 해피엔딩, 코믹 결말, 낭만적 결말 결말로 바꿔 2줄씩 표현하세요.",중간,"['해피엔딩', '코믹 결말', '낭만적 결말', '드라마틱']",147
38,시나리오,결말 재구성,"주제 '비 오는 날 우산을 씌워준 순간'를 해피엔딩, 열린 결말, 비극적 결말 결말로 변환해 각 2줄씩 작성하세요.",중간,"['해피엔딩', '열린 결말', '비극적 결말', '긴박한']",145
39,시나리오,결말 재구성,"학교 옥상에서 비밀을 털어놓는 학생들' 상황을 코믹 결말, 따뜻한 결말, 해피엔딩 버전으로 각각 다른 결말을 2줄씩 만드세요.",쉬움,"['코믹 결말', '따뜻한 결말', '해피엔딩', '현실적']",149
40,시나리오,결말 재구성,"학교 체육대회에서 발생한 사소한 오해' 장면을 해피엔딩, 비극적 결말, 반전엔딩 톤으로 결말만 다르게 2줄씩 작성하세요.",중간,"['해피엔딩', '비극적 결말', '반전엔딩', '잔잔한']",124
41,시나리오,결말 재구성,"주제 '영화관 로비에서 우연히 부딪힌 두 사람'를 해피엔딩, 코믹 결말, 비극적 결말 결말로 변환해 각 2줄씩 작성하세요.",어려움,"['해피엔딩', '코믹 결말', '비극적 결말', '드라마틱']",112
42,시나리오,결말 재구성,"주제 '카페 창가 자리에서 들은 낯선 이야기'를 열린 결말, 따뜻한 결말, 서스펜스 결말 결말로 변환해 각 2줄씩 작성하세요.",쉬움,"['열린 결말', '따뜻한 결말', '서스펜스 결말', '드라마틱']",112
43,시나리오,결말 재구성,"밤바다 해변에서 혼자 앉아 있는 사람' 상황을 반전엔딩, 서스펜스 결말, 비극적 결말 버전으로 각각 다른 결말을 2줄씩 만드세요.",어려움,"['반전엔딩', '서스펜스 결말', '비극적 결말', '감성적']",80
44,시나리오,결말 재구성,"휴게소 벤치에서 모르는 사람과 나눈 대화' 장면을 비극적 결말, 코믹 결말, 해피엔딩 톤으로 결말만 다르게 2줄씩 작성하세요.",쉬움,"['비극적 결말', '코믹 결말', '해피엔딩', '코믹']",84
45,시나리오,결말 재구성,"동네 PC방에서 우연히 같은 게임을 시작한 두 사람' 상황을 코믹 결말, 열린 결말, 서스펜스 결말 버전으로 각각 다른 결말을 2줄씩 만드세요.",중간,"['코믹 결말', '열린 결말', '서스펜스 결말', '따뜻한']",119
46,시나리오,결말 재구성,"주제 '아파트 복도에서 울고 있는 아이를 발견한 주민'를 서스펜스 결말, 비극적 결말, 해피엔딩 결말로 변환해 각 2줄씩 작성하세요.",어려움,"['서스펜스 결말', '비극적 결말', '해피엔딩', '긴박한']",146
47,시나리오,결말 재구성,"아파트 복도에서 울고 있는 아이를 발견한 주민' 장면을 따뜻한 결말, 코믹 결말, 낭만적 결말 톤으로 결말만 다르게 2줄씩 작성하세요.",중간,"['따뜻한 결말', '코믹 결말', '낭만적 결말', '로맨틱']",98
48,시나리오,결말 재구성,"학교 도서관 계단에서 마주친 두 학생' 장면을 해피엔딩, 서스펜스 결말, 비극적 결말 결말로 바꿔 2줄씩 표현하세요.",중간,"['해피엔딩', '서스펜스 결말', '비극적 결말', '서정적']",100
49,시나리오,결말 재구성,"주제 '카페 알바생과 단골손님이 나눈 마지막 인사'를 해피엔딩, 반전엔딩, 낭만적 결말으로 각각 2줄씩 결말을 재구성하세요.",어려움,"['해피엔딩', '반전엔딩', '낭만적 결말', '따뜻한']",126
50,시나리오,결말 재구성,"주제 '버스 안에서 들려오는 기타 연주'를 비극적 결말, 서스펜스 결말, 반전엔딩 결말로 변환해 각 2줄씩 작성하세요.",쉬움,"['비극적 결말', '서스펜스 결말', '반전엔딩', '로맨틱']",91
51,시나리오,결말 재구성,"겨울밤 버스 안, 옆자리와 나눈 짧은 대화' 장면을 열린 결말, 서스펜스 결말, 코믹 결말 톤으로 결말만 다르게 2줄씩 작성하세요.",어려움,"['열린 결말', '서스펜스 결말', '코믹 결말', '감성적']",99
52,시나리오,결말 재구성,"지하철 환승역에서 스쳐 지나간 시선' 장면을 비극적 결말, 열린 결말, 따뜻한 결말 톤으로 결말만 다르게 2줄씩 작성하세요.",중간,"['비극적 결말', '열린 결말', '따뜻한 결말', '감성적']",143
53,시나리오,결말 재구성,"도시 버스 안에서 이어진 짧은 인연' 장면을 따뜻한 결말, 비극적 결말, 서스펜스 결말 톤으로 결말만 다르게 2줄씩 작성하세요.",중간,"['따뜻한 결말', '비극적 결말', '서스펜스 결말', '긴박한']",121
54,시나리오,결말 재구성,"아침 지하철 출근길의 작은 소동' 상황을 코믹 결말, 따뜻한 결말, 해피엔딩 버전으로 각각 다른 결말을 2줄씩 만드세요.",쉬움,"['코믹 결말', '따뜻한 결말', '해피엔딩', '코믹']",150
55,시나리오,결말 재구성,"아침 지하철 출근길의 작은 소동' 장면을 해피엔딩, 코믹 결말, 서스펜스 결말 결말로 바꿔 2줄씩 표현하세요.",어려움,"['해피엔딩', '코믹 결말', '서스펜스 결말', '긴박한']",155
56,시나리오,결말 재구성,"지하철 플랫폼에서 다시 마주친 옛 친구' 장면을 비극적 결말, 코믹 결말, 반전엔딩 톤으로 결말만 다르게 2줄씩 작성하세요.",중간,"['비극적 결말', '코믹 결말', '반전엔딩', '로맨틱']",99
57,시나리오,결말 재구성,"아침 지하철 출근길의 작은 소동' 장면을 열린 결말, 낭만적 결말, 해피엔딩 결말로 바꿔 2줄씩 표현하세요.",쉬움,"['열린 결말', '낭만적 결말', '해피엔딩', '드라마틱']",130
58,시나리오,결말 재구성,"주제 '카페 창가 자리에서 들은 낯선 이야기'를 비극적 결말, 해피엔딩, 서스펜스 결말 결말로 변환해 각 2줄씩 작성하세요.",어려움,"['비극적 결말', '해피엔딩', '서스펜스 결말', '서정적']",131
59,시나리오,결말 재구성,"주제 '영화관 로비에서 우연히 부딪힌 두 사람'를 따뜻한 결말, 비극적 결말, 서스펜스 결말 결말로 변환해 각 2줄씩 작성하세요.",중간,"['따뜻한 결말', '비극적 결말', '서스펜스 결말', '감성적']",153
60,시나리오,결말 재구성,"학교 체육대회에서 발생한 사소한 오해' 상황을 코믹 결말, 서스펜스 결말, 따뜻한 결말 버전으로 각각 다른 결말을 2줄씩 만드세요.",중간,"['코믹 결말', '서스펜스 결말', '따뜻한 결말', '감성적']",116
61,시나리오,결말 재구성,"동네 꽃집에서 같은 꽃을 고르는 순간' 장면을 비극적 결말, 서스펜스 결말, 낭만적 결말 결말로 바꿔 2줄씩 표현하세요.",중간,"['비극적 결말', '서스펜스 결말', '낭만적 결말', '현실적']",109
62,시나리오,결말 재구성,"주제 '공원 벤치에서 잠든 사람과 마주친 상황'를 반전엔딩, 열린 결말, 서스펜스 결말으로 각각 2줄씩 결말을 재구성하세요.",중간,"['반전엔딩', '열린 결말', '서스펜스 결말', '잔잔한']",106
63,시나리오,결말 재구성,"주제 '영화관 로비에서 우연히 부딪힌 두 사람'를 반전엔딩, 서스펜스 결말, 해피엔딩 결말로 변환해 각 2줄씩 작성하세요.",중간,"['반전엔딩', '서스펜스 결말', '해피엔딩', '코믹']",130
64,시나리오,결말 재구성,"주제 '학교 도서관 계단에서 마주친 두 학생'를 따뜻한 결말, 해피엔딩, 서스펜스 결말 결말로 변환해 각 2줄씩 작성하세요.",어려움,"['따뜻한 결말', '해피엔딩', '서스펜스 결말', '쓸쓸한']",102
65,시나리오,결말 재구성,"주제 '비 오는 날 우산을 씌워준 순간'를 반전엔딩, 서스펜스 결말, 낭만적 결말 결말로 변환해 각 2줄씩 작성하세요.",어려움,"['반전엔딩', '서스펜스 결말', '낭만적 결말', '잔잔한']",108
66,시나리오,결말 재구성,"주제 '편의점 앞 테이블에서 새벽을 지새우는 사람들'를 따뜻한 결말, 코믹 결말, 열린 결말으로 각각 2줄씩 결말을 재구성하세요.",중간,"['따뜻한 결말', '코믹 결말', '열린 결말', '감성적']",153
67,시나리오,결말 재구성,"주제 '도시 버스 안에서 이어진 짧은 인연'를 따뜻한 결말, 반전엔딩, 열린 결말으로 각각 2줄씩 결말을 재구성하세요.",어려움,"['따뜻한 결말', '반전엔딩', '열린 결말', '코믹']",122
68,시나리오,결말 재구성,"주제 '학교 옥상에서 비밀을 털어놓는 학생들'를 코믹 결말, 열린 결말, 낭만적 결말으로 각각 2줄씩 결말을 재구성하세요.",중간,"['코믹 결말', '열린 결말', '낭만적 결말', '긴박한']",102
69,시나리오,결말 재구성,"공원 벤치에서 잠든 사람과 마주친 상황' 장면을 따뜻한 결말, 서스펜스 결말, 열린 결말 톤으로 결말만 다르게 2줄씩 작성하세요.",중간,"['따뜻한 결말', '서스펜스 결말', '열린 결말', '로맨틱']",147
70,시나리오,결말 재구성,"도시 거리의 갑작스러운 정전' 장면을 낭만적 결말, 열린 결말, 따뜻한 결말 결말로 바꿔 2줄씩 표현하세요.",중간,"['낭만적 결말', '열린 결말', '따뜻한 결말', '서정적']",105
71,시나리오,결말 재구성,"카페 창가 자리에서 들은 낯선 이야기' 장면을 따뜻한 결말, 비극적 결말, 반전엔딩 결말로 바꿔 2줄씩 표현하세요.",중간,"['따뜻한 결말', '비극적 결말', '반전엔딩', '서정적']",118
72,시나리오,결말 재구성,"공원 벤치에서 잠든 사람과 마주친 상황' 장면을 코믹 결말, 비극적 결말, 반전엔딩 톤으로 결말만 다르게 2줄씩 작성하세요.",쉬움,"['코믹 결말', '비극적 결말', '반전엔딩', '로맨틱']",143
73,시나리오,결말 재구성,"공원 벤치에 남겨진 낡은 편지' 장면을 서스펜스 결말, 비극적 결말, 코믹 결말 톤으로 결말만 다르게 2줄씩 작성하세요.",어려움,"['서스펜스 결말', '비극적 결말', '코믹 결말', '쓸쓸한']",116
74,시나리오,결말 재구성,"지하철 플랫폼에서 다시 마주친 옛 친구' 상황을 코믹 결말, 해피엔딩, 서스펜스 결말 버전으로 각각 다른 결말을 2줄씩 만드세요.",어려움,"['코믹 결말', '해피엔딩', '서스펜스 결말', '쓸쓸한']",142
75,시나리오,결말 재구성,"주제 '백화점 푸드코트에서 마주친 옛 동창'를 코믹 결말, 반전엔딩, 열린 결말 결말로 변환해 각 2줄씩 작성하세요.",쉬움,"['코믹 결말', '반전엔딩', '열린 결말', '드라마틱']",157
76,시나리오,결말 재구성,"동네 문구점에서 학창 시절 친구와 재회' 장면을 코믹 결말, 반전엔딩, 따뜻한 결말 결말로 바꿔 2줄씩 표현하세요.",쉬움,"['코믹 결말', '반전엔딩', '따뜻한 결말', '드라마틱']",101
77,시나리오,결말 재구성,"주제 '도시 야경이 보이는 옥상에서 나눈 마지막 대화'를 비극적 결말, 따뜻한 결말, 코믹 결말으로 각각 2줄씩 결말을 재구성하세요.",쉬움,"['비극적 결말', '따뜻한 결말', '코믹 결말', '따뜻한']",108
78,시나리오,결말 재구성,"주제 '동네 빵집에서 남은 마지막 빵을 두고 벌어진 상황'를 열린 결말, 따뜻한 결말, 낭만적 결말으로 각각 2줄씩 결말을 재구성하세요.",쉬움,"['열린 결말', '따뜻한 결말', '낭만적 결말', '서정적']",80
79,시나리오,결말 재구성,"주제 '동네 PC방에서 우연히 같은 게임을 시작한 두 사람'를 해피엔딩, 열린 결말, 따뜻한 결말 결말로 변환해 각 2줄씩 작성하세요.",중간,"['해피엔딩', '열린 결말', '따뜻한 결말', '잔잔한']",118
80,시나리오,결말 재구성,"주제 '마트 계산대 앞, 줄서며 벌어진 해프닝'를 비극적 결말, 따뜻한 결말, 낭만적 결말으로 각각 2줄씩 결말을 재구성하세요.",중간,"['비극적 결말', '따뜻한 결말', '낭만적 결말', '현실적']",92
81,시나리오,결말 재구성,"주제 '백화점 푸드코트에서 마주친 옛 동창'를 비극적 결말, 열린 결말, 코믹 결말 결말로 변환해 각 2줄씩 작성하세요.",쉬움,"['비극적 결말', '열린 결말', '코믹 결말', '서정적']",112
82,시나리오,결말 재구성,"영화관 로비에서 우연히 부딪힌 두 사람' 상황을 반전엔딩, 열린 결말, 따뜻한 결말 버전으로 각각 다른 결말을 2줄씩 만드세요.",중간,"['반전엔딩', '열린 결말', '따뜻한 결말', '로맨틱']",120
83,시나리오,결말 재구성,"백화점 푸드코트에서 마주친 옛 동창' 장면을 열린 결말, 반전엔딩, 비극적 결말 결말로 바꿔 2줄씩 표현하세요.",중간,"['열린 결말', '반전엔딩', '비극적 결말', '서정적']",84
84,시나리오,결말 재구성,"겨울밤 버스 안, 옆자리와 나눈 짧은 대화' 장면을 따뜻한 결말, 반전엔딩, 서스펜스 결말 톤으로 결말만 다르게 2줄씩 작성하세요.",중간,"['따뜻한 결말', '반전엔딩', '서스펜스 결말', '따뜻한']",132
85,시나리오,결말 재구성,"카페 알바생과 단골손님이 나눈 마지막 인사' 상황을 열린 결말, 코믹 결말, 비극적 결말 버전으로 각각 다른 결말을 2줄씩 만드세요.",쉬움,"['열린 결말', '코믹 결말', '비극적 결말', '따뜻한']",146
86,시나리오,결말 재구성,"주제 '놀이동산 관람차 안에서의 침묵'를 열린 결말, 반전엔딩, 따뜻한 결말으로 각각 2줄씩 결말을 재구성하세요.",어려움,"['열린 결말', '반전엔딩', '따뜻한 결말', '현실적']",97
87,시나리오,결말 재구성,"주제 '백화점 푸드코트에서 마주친 옛 동창'를 해피엔딩, 낭만적 결말, 반전엔딩 결말로 변환해 각 2줄씩 작성하세요.",중간,"['해피엔딩', '낭만적 결말', '반전엔딩', '서정적']",129
88,시나리오,결말 재구성,"도시 야경이 보이는 옥상에서 나눈 마지막 대화' 장면을 낭만적 결말, 코믹 결말, 따뜻한 결말 결말로 바꿔 2줄씩 표현하세요.",어려움,"['낭만적 결말', '코믹 결말', '따뜻한 결말', '현실적']",96
89,시나리오,결말 재구성,"주제 '영화관 로비에서 우연히 부딪힌 두 사람'를 따뜻한 결말, 열린 결말, 비극적 결말으로 각각 2줄씩 결말을 재구성하세요.",어려움,"['따뜻한 결말', '열린 결말', '비극적 결말', '로맨틱']",116
90,시나리오,결말 재구성,"주제 '밤바다 해변에서 혼자 앉아 있는 사람'를 반전엔딩, 열린 결말, 코믹 결말 결말로 변환해 각 2줄씩 작성하세요.",쉬움,"['반전엔딩', '열린 결말', '코믹 결말', '쓸쓸한']",127
91,시나리오,결말 재구성,"아침 지하철 출근길의 작은 소동' 장면을 열린 결말, 코믹 결말, 비극적 결말 톤으로 결말만 다르게 2줄씩 작성하세요.",어려움,"['열린 결말', '코믹 결말', '비극적 결말', '서정적']",143
92,시나리오,결말 재구성,"공원 산책로에서 우연히 강아지를 만진 사람' 상황을 낭만적 결말, 반전엔딩, 서스펜스 결말 버전으로 각각 다른 결말을 2줄씩 만드세요.",쉬움,"['낭만적 결말', '반전엔딩', '서스펜스 결말', '로맨틱']",128
93,시나리오,결말 재구성,"주제 '카페 알바생과 단골손님이 나눈 마지막 인사'를 낭만적 결말, 반전엔딩, 코믹 결말으로 각각 2줄씩 결말을 재구성하세요.",쉬움,"['낭만적 결말', '반전엔딩', '코믹 결말', '잔잔한']",100
94,시나리오,결말 재구성,"주제 '영화관 로비에서 우연히 부딪힌 두 사람'를 따뜻한 결말, 반전엔딩, 해피엔딩 결말로 변환해 각 2줄씩 작성하세요.",어려움,"['따뜻한 결말', '반전엔딩', '해피엔딩', '드라마틱']",123
95,시나리오,결말 재구성,"놀이동산 관람차 안에서의 침묵' 장면을 따뜻한 결말, 반전엔딩, 낭만적 결말 결말로 바꿔 2줄씩 표현하세요.",중간,"['따뜻한 결말', '반전엔딩', '낭만적 결말', '긴박한']",160
96,시나리오,결말 재구성,"편의점 야간 근무 중 뜻밖의 손님 등장' 장면을 비극적 결말, 해피엔딩, 서스펜스 결말 결말로 바꿔 2줄씩 표현하세요.",어려움,"['비극적 결말', '해피엔딩', '서스펜스 결말', '긴박한']",120
97,시나리오,결말 재구성,"주제 '동네 빵집에서 남은 마지막 빵을 두고 벌어진 상황'를 낭만적 결말, 따뜻한 결말, 코믹 결말으로 각각 2줄씩 결말을 재구성하세요.",쉬움,"['낭만적 결말', '따뜻한 결말', '코믹 결말', '드라마틱']",113
98,시나리오,결말 재구성,"주제 '동네 꽃집에서 같은 꽃을 고르는 순간'를 반전엔딩, 서스펜스 결말, 비극적 결말으로 각각 2줄씩 결말을 재구성하세요.",중간,"['반전엔딩', '서스펜스 결말', '비극적 결말', '잔잔한']",158
99,시나리오,결말 재구성,"동네 서점에서 같은 소설을 집은 두 사람' 장면을 비극적 결말, 서스펜스 결말, 해피엔딩 결말로 바꿔 2줄씩 표현하세요.",중간,"['비극적 결말', '서스펜스 결말', '해피엔딩', '현실적']",125
100,시나리오,결말 재구성,"주제 '버스 정류장에서 만난 낯선 사람의 도움'를 낭만적 결말, 따뜻한 결말, 반전엔딩으로 각각 2줄씩 결말을 재구성하세요.",중간,"['낭만적 결말', '따뜻한 결말', '반전엔딩', '따뜻한']",110
101,시나리오,결말 재구성,"아침 지하철 출근길의 작은 소동' 상황을 따뜻한 결말, 코믹 결말, 열린 결말 버전으로 각각 다른 결말을 2줄씩 만드세요.",어려움,"['따뜻한 결말', '코믹 결말', '열린 결말', '쓸쓸한']",80
102,시나리오,결말 재구성,"주제 '놀이동산 관람차 안에서의 침묵'를 따뜻한 결말, 낭만적 결말, 반전엔딩으로 각각 2줄씩 결말을 재구성하세요.",쉬움,"['따뜻한 결말', '낭만적 결말', '반전엔딩', '현실적']",130
103,시나리오,결말 재구성,"주제 '지하철 환승역에서 스쳐 지나간 시선'를 반전엔딩, 따뜻한 결말, 낭만적 결말 결말로 변환해 각 2줄씩 작성하세요.",쉬움,"['반전엔딩', '따뜻한 결말', '낭만적 결말', '따뜻한']",89
104,시나리오,결말 재구성,"학교 옥상에서 비밀을 털어놓는 학생들' 장면을 낭만적 결말, 서스펜스 결말, 따뜻한 결말 결말로 바꿔 2줄씩 표현하세요.",중간,"['낭만적 결말', '서스펜스 결말', '따뜻한 결말', '로맨틱']",132
105,시나리오,결말 재구성,"주제 '카페 알바생과 단골손님이 나눈 마지막 인사'를 반전엔딩, 열린 결말, 비극적 결말으로 각각 2줄씩 결말을 재구성하세요.",어려움,"['반전엔딩', '열린 결말', '비극적 결말', '긴박한']",124
